LinkID,UserID,MovieID,timestamp,rating
214,214,214,974820659,2
215,215,215,974820659,3
216,216,216,974820659,5
217,217,217,974820598,4
218,218,218,974820720,4
219,219,219,974820598,3
220,220,220,974820869,4
221,221,221,974820846,5
222,222,222,974820659,5
223,223,223,974820889,3
224,224,224,974820748,4
225,225,225,974820776,3
226,226,226,974821014,4
227,227,227,974820691,4
228,228,228,974820720,4
229,229,229,974820943,3
230,230,230,974820943,4
231,231,231,974820889,4
232,232,232,974820748,5
233,233,233,974820776,5
234,234,234,974820943,5
235,235,235,974820916,4
236,236,236,974820659,5
237,237,237,944919407,4
238,238,238,945176048,3
239,239,239,944918047,4
240,240,240,944918018,5
241,241,241,945176048,3
242,242,242,945176099,2
243,243,243,944919133,5
244,244,244,945175939,3
245,245,245,944918444,5
246,246,246,944917742,5
247,247,247,945175870,5
248,248,248,944917766,5
249,249,249,945176021,5
250,250,250,944919366,3
251,251,251,944918500,3
252,252,252,945176005,3
253,253,253,944918215,5
254,254,254,945175820,5
255,255,255,944919041,5
256,256,256,945176005,2
257,257,257,944918047,5
258,258,258,944897108,4
259,259,259,944918215,5
260,260,260,944919671,4
261,261,261,944917267,3
262,262,262,945175820,3
263,263,263,945175750,4
264,264,264,944917267,5
265,265,265,944917450,5
266,266,266,944917494,3
267,267,267,944917558,4
268,268,268,944917812,5
269,269,269,944917912,5
270,270,270,945175658,3
271,271,271,945175963,3
272,272,272,944918310,5
273,273,273,944918444,5
274,274,274,944918167,4
275,275,275,944917797,4
276,276,276,944918103,5
277,277,277,944917558,5
278,278,278,944918878,4
279,279,279,944918980,5
280,280,280,944917945,4
281,281,281,944918800,4
282,282,282,945175784,3
283,283,283,945175784,5
284,284,284,944918103,3
285,285,285,944897108,2
286,286,286,944917420,4
287,287,287,944917859,5
288,288,288,944918215,5
289,289,289,944917797,5
290,290,290,944919671,4
291,291,291,944918444,4
292,292,292,944918047,5
293,293,293,944917666,5
294,294,294,944918856,5
295,295,295,944917691,5
296,296,296,944918856,5
297,297,297,945175658,4
298,298,298,944917371,4
299,299,299,944919330,5
300,300,300,944917294,5
301,301,301,944918407,5
302,302,302,944917494,3
303,303,303,944917396,3
304,304,304,944917348,5
305,305,305,944919330,5
306,306,306,944918378,5
307,307,307,944917494,5
308,308,308,944919310,5
309,309,309,944918103,5
310,310,310,944918292,5
311,311,311,944918444,5
312,312,312,944918631,5
313,313,313,944919671,5
314,314,314,944918124,4
315,315,315,944917691,5
316,316,316,944917980,5
317,317,317,944917420,2
318,318,318,944918215,5
319,319,319,944918103,4
320,320,320,944918821,5
321,321,321,944919083,3
322,322,322,944918718,4
323,323,323,944918718,4
324,324,324,945175870,5
325,325,325,945175820,3
326,326,326,945176072,4
327,327,327,944919728,5
328,328,328,945175939,5
329,329,329,944919671,4
330,330,330,945175702,3
331,331,331,945176005,4
332,332,332,945175784,4
333,333,333,945175870,4
334,334,334,945175730,4
335,335,335,944918748,4
336,336,336,945175784,5
337,337,337,944897108,4
338,338,338,945176072,4
339,339,339,945175939,3
340,340,340,944919366,3
341,341,341,945176048,5
342,342,342,945175963,4
343,343,343,945176072,4
344,344,344,945175896,5
345,345,345,945175963,4
346,346,346,945175702,4
347,347,347,945175730,5
348,348,348,944897108,3
349,349,349,945176021,3
350,350,350,944918590,4
351,351,351,944918378,4
352,352,352,945176099,4
353,353,353,945175870,5
354,354,354,945176099,3
355,355,355,945175939,4
356,356,356,944918683,5
357,357,357,944919671,5
358,358,358,944919728,4
359,359,359,944918444,5
360,360,360,944897108,5
361,361,361,945175784,4
362,362,362,944919001,5
363,363,363,944918292,4
364,364,364,944919671,5
365,365,365,944919729,4
366,366,366,944918748,4
367,367,367,944918310,4
368,368,368,944918915,4
369,369,369,944918215,5
370,370,370,945175896,4
371,371,371,945175870,4
372,372,372,944897783,5
373,373,373,944919729,4
374,374,374,944897783,4
375,375,375,945175784,4
376,376,376,945175680,5
377,377,377,945175939,4
378,378,378,945175820,3
379,379,379,945175963,4
380,380,380,945175702,3
381,381,381,944897441,1
382,382,382,944918610,4
383,383,383,944897654,3
384,384,384,945175658,5
385,385,385,944897877,3
386,386,386,945175820,4
387,387,387,945176005,4
388,388,388,945175939,5
389,389,389,945175730,4
390,390,390,945176099,3
391,391,391,945176099,1
392,392,392,945175730,3
393,393,393,945175658,3
394,394,394,945176048,4
395,395,395,944897405,1
396,396,396,944897855,4
397,397,397,945175870,3
398,398,398,944897405,5
399,399,399,944897654,4
400,400,400,944918444,4
401,401,401,944918516,5
402,402,402,944917666,5
403,403,403,944918980,4
404,404,404,945176072,4
405,405,405,944897405,3
406,406,406,944919898,5
407,407,407,945175820,3
408,408,408,945175784,3
409,409,409,945175730,4
410,410,410,944918500,5
411,411,411,944919407,4
412,412,412,944918864,4
413,413,413,944918980,4
414,414,414,944919672,5
415,415,415,944919729,5
416,416,416,945176048,2
417,417,417,944919729,5
418,418,418,944919189,5
419,419,419,944919729,4
420,420,420,944918567,4
421,421,421,944918468,4
422,422,422,944917348,4
423,423,423,944917450,5
424,424,424,840879227,3
425,425,425,840878922,4
426,426,426,840878994,3
427,427,427,840879061,1
428,428,428,840878852,3
429,429,429,840878898,3
430,430,430,840879087,4
431,431,431,840878922,4
432,432,432,840878994,3
433,433,433,840879198,4
434,434,434,840879243,4
435,435,435,840878994,4
436,436,436,840878825,3
437,437,437,840879019,3
438,438,438,840879357,4
439,439,439,840879087,3
440,440,440,840878944,5
441,441,441,840878944,4
442,442,442,840879575,4
443,443,443,840879523,3
444,444,444,840879282,4
445,445,445,840879457,3
446,446,446,840879654,3
447,447,447,840879038,4
448,448,448,840878962,4
449,449,449,840879265,4
450,450,450,840879424,4
451,451,451,840879322,5
452,452,452,851527569,3
453,453,453,851527751,5
454,454,454,851526935,3
455,455,455,851617589,3
456,456,456,851526935,5
457,457,457,851526992,2
458,458,458,851527569,4
459,459,459,851527012,2
460,460,460,851526935,5
461,461,461,851527514,5
462,462,462,851527650,2
463,463,463,851527723,3
464,464,464,851527608,5
465,465,465,851527569,4
466,466,466,851617633,4
467,467,467,851527608,5
468,468,468,851527688,4
469,469,469,851527569,5
470,470,470,851527650,3
471,471,471,851527650,5
472,472,472,851527608,4
473,473,473,851617474,4
474,474,474,851527723,5
475,475,475,851527515,5
476,476,476,851527569,5
477,477,477,851527723,5
478,478,478,851527515,5
479,479,479,851527650,4
480,480,480,851527515,4
481,481,481,851527607,4
482,482,482,851527569,5
483,483,483,851527688,5
484,484,484,851527751,3
485,485,485,851527650,4
486,486,486,851527751,5
487,487,487,851527608,4
488,488,488,851527688,5
489,489,489,851527569,5
490,490,490,851527514,5
491,491,491,851527515,3
492,492,492,851617589,5
493,493,493,851527515,5
494,494,494,851526961,3
495,495,495,851527056,3
496,496,496,851526935,3
497,497,497,851527056,5
498,498,498,851526991,3
499,499,499,851527650,5
500,500,500,851526935,5
501,501,501,851526935,5
502,502,502,851526992,3
503,503,503,851527074,5
504,504,504,851617633,5
505,505,505,851617589,5
506,506,506,851527607,5
507,507,507,851527152,4
508,508,508,851526991,2
509,509,509,851617553,5
510,510,510,851617674,5
511,511,511,851527723,5
512,512,512,851617728,5
513,513,513,851617674,5
514,514,514,851617674,5
515,515,515,851617674,5
516,516,516,851617728,5
517,517,517,851527231,5
518,518,518,858275452,5
519,519,519,858275558,3
520,520,520,858275558,5
521,521,521,858275452,5
522,522,522,858275658,5
523,523,523,858275452,5
524,524,524,858275783,3
525,525,525,858275917,4
526,526,526,858275452,5
527,527,527,858275658,4
528,528,528,858275558,4
529,529,529,858275783,4
530,530,530,858275452,5
531,531,531,858275658,4
532,532,532,858275658,4
533,533,533,858275917,3
534,534,534,858275558,3
535,535,535,858275452,2
536,536,536,858275917,3
537,537,537,858275782,3
538,538,538,858275452,3
539,539,539,858275658,4
540,540,540,858275783,3
541,541,541,858275558,1
542,542,542,1011208463,3
543,543,543,1011208220,3
544,544,544,1011207889,4
545,545,545,1011208732,2
546,546,546,1011205378,3
547,547,547,1011207676,2
548,548,548,1011207238,3
549,549,549,1011208366,2
550,550,550,1011208569,2
551,551,551,1011207965,3
552,552,552,1011208263,2
553,553,553,1011206659,5
554,554,554,1011206217,3
555,555,555,1011208655,2
556,556,556,1011207019,3
557,557,557,1011208090,3
558,558,558,1011206046,4
559,559,559,1011208637,3
560,560,560,1011205262,3
561,561,561,1011207775,4
562,562,562,1011208038,3
563,563,563,1011208344,3
564,564,564,1011204536,4
565,565,565,1011207889,3
566,566,566,1011208463,3
567,567,567,1011207860,4
568,568,568,1011206779,5
569,569,569,1011206595,2
570,570,570,1011208000,4
571,571,571,1011205651,4
572,572,572,1011208220,5
573,573,573,1011206456,5
574,574,574,1011205480,4
575,575,575,1011207938,4
576,576,576,1011207238,2
577,577,577,1011208066,3
578,578,578,1011208161,3
579,579,579,1011206659,5
580,580,580,1011206898,4
581,581,581,1011208527,3
582,582,582,1011206295,1
583,583,583,1011207889,3
584,584,584,1011207270,3
585,585,585,1011207810,4
586,586,586,1011204510,4
587,587,587,1011204596,5
588,588,588,1011207916,3
589,589,589,1011207700,4
590,590,590,1011207570,3
591,591,591,1011206698,3
592,592,592,1011207775,3
593,593,593,1011207830,3
594,594,594,1011206498,3
595,595,595,1011205481,4
596,596,596,1011205333,3
597,597,597,1011206898,5
598,598,598,1011208038,3
599,599,599,1011205422,1
600,600,600,1011206698,4
601,601,601,1011208112,3
602,602,602,1011208187,3
603,603,603,1011204572,5
604,604,604,1011206732,2
605,605,605,1011204654,5
606,606,606,1011204486,3
607,607,607,1011207643,4
608,608,608,1011206659,4
609,609,609,1011205262,5
610,610,610,1011205422,3
611,611,611,1011207810,4
612,612,612,1011206698,4
613,613,613,1011206065,4
614,614,614,1011205286,4
615,615,615,1011206732,3
616,616,616,1011207700,3
617,617,617,1011205940,3
618,618,618,1011207860,4
619,619,619,1011205234,4
620,620,620,1011207019,2
621,621,621,1011207810,3
622,622,622,1011208161,3
623,623,623,1011208550,2
624,624,624,1011208134,3
625,625,625,1011206549,4
626,626,626,1011206375,3
627,627,627,1011209284,2
628,628,628,1011205998,3
629,629,629,1011207079,4
630,630,630,1011206928,3
631,631,631,1011206832,3
632,632,632,1011208263,3
633,633,633,1011204620,3
634,634,634,1011207749,4
635,635,635,1011206217,2
636,636,636,1011207965,5
637,637,637,1011207938,4
638,638,638,1011207311,3
639,639,639,1011208527,3
640,640,640,1011208487,3
641,641,641,1011209096,4
642,642,642,1011206898,4
643,643,643,1011205998,3
644,644,644,1011205355,3
645,645,645,1011207019,4
646,646,646,1011207019,4
647,647,647,1011209284,3
648,648,648,1011205698,4
649,649,649,1011205481,5
650,650,650,1011207123,3
651,651,651,1011207700,3
652,652,652,1011206022,4
653,653,653,1011206498,3
654,654,654,1011208112,3
655,655,655,1011206498,3
656,656,656,1011207786,3
657,657,657,1011208463,3
658,658,658,1011206188,2
659,659,659,1011205422,3
660,660,660,1011208608,2
661,661,661,1011205452,3
662,662,662,1011207182,3
663,663,663,1011208487,3
664,664,664,1011209161,3
665,665,665,1011207052,3
666,666,666,1011206779,3
667,667,667,1011206157,3
668,668,668,1011205743,3
669,669,669,1011208637,2
670,670,670,1011209218,4
671,671,671,1011207722,3
672,672,672,1011206549,4
673,673,673,1011208187,4
674,674,674,1011205787,4
675,675,675,1011208220,3
676,676,676,1011206188,3
677,677,677,1011206346,4
678,678,678,1011205813,2
679,679,679,1011205860,3
680,680,680,1011205882,2
681,681,681,1011207270,2
682,682,682,1011206732,4
683,683,683,1011205698,3
684,684,684,1011209036,3
685,685,685,1011208608,3
686,686,686,1011209284,3
687,687,687,1011206898,4
688,688,688,1011208161,3
689,689,689,1011206832,4
690,690,690,1011206928,4
691,691,691,1011207311,3
692,692,692,1011205813,4
693,693,693,1011207019,2
694,694,694,1011207101,4
695,695,695,1011208000,4
696,696,696,1011208971,3
697,697,697,1011209036,3
698,698,698,1011205422,3
699,699,699,1011209161,4
700,700,700,1011207270,3
701,701,701,1011209218,3
702,702,702,1011209218,2
703,703,703,1011205422,4
704,704,704,1011209348,5
705,705,705,1011209036,2
706,706,706,1011208971,3
707,707,707,1011205787,3
708,708,708,1011209096,4
709,709,709,1011209036,4
710,710,710,1011206832,3
711,711,711,1011206321,5
712,712,712,1011206595,3
713,713,713,1011209096,4
714,714,714,1011206951,2
715,715,715,1011207589,4
716,716,716,1011204654,4
717,717,717,1011208700,2
718,718,718,1011206805,2
719,719,719,1011207052,2
720,720,720,1011206346,4
721,721,721,1011205521,3
722,722,722,1011204654,3
723,723,723,1011206092,3
724,724,724,1011204572,2
725,725,725,1011205452,4
726,726,726,1011206262,2
727,727,727,1011208263,3
728,728,728,1011205998,3
729,729,729,1011207101,3
730,730,730,1011206805,2
731,731,731,1011209348,2
732,732,732,1011208971,5
733,733,733,1011209348,3
734,734,734,1011206456,4
735,735,735,1011207860,2
736,736,736,1011209218,2
737,737,737,1011205675,3
738,738,738,1011208000,3
739,739,739,1011207570,3
740,740,740,1011205743,4
741,741,741,1011207182,3
742,742,742,1011206595,4
743,743,743,1011209096,4
744,744,744,1011206698,5
745,745,745,1011206092,4
746,746,746,1011204620,4
747,747,747,1011207916,5
748,748,748,1011208318,3
749,749,749,1011209161,4
750,750,750,1011209284,4
751,751,751,1011208344,4
752,752,752,1011206498,3
753,753,753,1011206864,3
754,754,754,1011208366,2
755,755,755,1011209161,5
756,756,756,1011207358,2
757,757,757,1011206456,4
758,758,758,1011208134,3
759,759,759,1011206375,4
760,760,760,1011207052,3
761,761,761,1011209161,2
762,762,762,1011209284,4
763,763,763,1011208971,2
764,764,764,1011206779,4
765,765,765,1011209348,2
766,766,766,1011208971,2
767,767,767,1011207238,4
768,768,768,1011206977,3
769,769,769,1011206022,3
770,770,770,1011207079,3
771,771,771,1011205675,4
772,772,772,1011207270,3
773,773,773,1011206732,4
774,774,774,1011206951,4
775,775,775,1011209036,4
776,776,776,1011207860,3
777,777,777,1011208318,4
778,778,778,1011205111,4
779,779,779,1011206864,3
780,780,780,1011208220,3
781,781,781,1011206417,4
782,782,782,1011207965,3
783,783,783,1011207749,4
784,784,784,1011208187,3
785,785,785,1011208318,3
786,786,786,1011207749,4
787,787,787,1011205452,3
788,788,788,1011205026,5
789,789,789,1011205026,4
790,790,790,1011205069,3
791,791,791,1011208675,3
792,792,792,1011205286,4
793,793,793,1011205651,3
794,794,794,1011207749,3
795,795,795,1011205069,3
796,796,796,1011206864,2
797,797,797,1011207916,2
798,798,798,1011208463,3
799,799,799,1011206092,4
800,800,800,1011206517,2
801,801,801,1011207205,4
802,802,802,1011205069,4
803,803,803,1011205089,2
804,804,804,1011206977,4
805,805,805,1011205333,2
806,806,806,1011205521,3
807,807,807,1011205131,3
808,808,808,1011205333,5
809,809,809,1011204747,1
810,810,810,1011204803,4
811,811,811,1011204833,4
812,812,812,1011204747,3
813,813,813,1011204773,5
814,814,814,1011204747,4
815,815,815,1011204833,4
816,816,816,1011204879,3
817,817,817,1011204899,3
818,818,818,833981871,4
819,819,819,833981733,5
820,820,820,833982631,3
821,821,821,833981834,4
822,822,822,833981918,1
823,823,823,833981710,4
824,824,824,833981963,3
825,825,825,833981896,5
826,826,826,833982197,4
827,827,827,833981870,5
828,828,828,833973081,4
829,829,829,833973175,3
830,830,830,833981804,4
831,831,831,833973175,3
832,832,832,833982178,3
833,833,833,833982178,1
834,834,834,833981993,3
835,835,835,834586861,2
836,836,836,833982765,4
837,837,837,833981834,3
838,838,838,835087532,3
839,839,839,833982013,4
840,840,840,833981834,4
841,841,841,833981963,5
842,842,842,833982244,3
843,843,843,833982245,4
844,844,844,833981870,5
845,845,845,833981834,4
846,846,846,833973081,5
847,847,847,833973235,2
848,848,848,833973235,3
849,849,849,834586900,2
850,850,850,833981834,4
851,851,851,833973175,3
852,852,852,833973175,5
853,853,853,833982244,4
854,854,854,833982683,3
855,855,855,833982808,2
856,856,856,833982259,5
857,857,857,833982790,4
858,858,858,833982013,4
859,859,859,833982133,3
860,860,860,834587089,4
861,861,861,833982715,4
862,862,862,833973081,4
863,863,863,833982668,4
864,864,864,833981804,5
865,865,865,833982259,4
866,866,866,835087603,4
867,867,867,833981896,5
868,868,868,833982648,4
869,869,869,833982790,4
870,870,870,833982957,3
871,871,871,833973298,5
872,872,872,833982860,4
873,873,873,834587074,4
874,874,874,833982668,4
875,875,875,833982859,3
876,876,876,833982013,5
877,877,877,833982889,4
878,878,878,833973175,3
879,879,879,833982668,5
880,880,880,833973081,5
881,881,881,833973081,4
882,882,882,833981896,5
883,883,883,835087532,3
884,884,884,833982889,5
885,885,885,833981710,4
886,886,886,834586915,5
887,887,887,834586590,4
888,888,888,994019198,4
889,889,889,994019177,5
890,890,890,994019177,3
891,891,891,994020644,3
892,892,892,994020010,4
893,893,893,994020231,5
894,894,894,994019240,3
895,895,895,994020680,2
896,896,896,994020490,3
897,897,897,994020834,3
898,898,898,994020490,4
899,899,899,994020516,3
900,900,900,994020834,2
901,901,901,994020644,2
902,902,902,994020305,3
903,903,903,994020264,4
904,904,904,994020680,5
905,905,905,994020644,2
906,906,906,994019133,2
907,907,907,994020379,5
908,908,908,994020517,3
909,909,909,994020078,2
910,910,910,994019476,3
911,911,911,994019432,3
912,912,912,994019451,2
913,913,913,994019320,4
914,914,914,994019476,2
915,915,915,994019320,1
916,916,916,994020180,5
917,917,917,994019656,4
918,918,918,994019881,2
919,919,919,994019848,1
920,920,920,994019820,3
921,921,921,994019800,2
922,922,922,994019775,3
923,923,923,943497887,4
924,924,924,943497660,4
925,925,925,943497660,4
926,926,926,943497376,4
927,927,927,943497122,3
928,928,928,943497122,5
929,929,929,943497439,5
930,930,930,943497122,4
931,931,931,943497610,4
932,932,932,943497284,3
933,933,933,943497986,4
934,934,934,943497180,4
935,935,935,943497376,4
936,936,936,943497122,3
937,937,937,943497235,4
938,938,938,943497610,4
939,939,939,943497502,5
940,940,940,943497235,3
941,941,941,943497554,4
942,942,942,943497502,4
943,943,943,943497235,4
944,944,944,943497554,5
945,945,945,943497180,4
946,946,946,943497986,3
947,947,947,943497376,5
948,948,948,943497610,4
949,949,949,943497180,3
950,950,950,943497180,4
951,951,951,943497376,3
952,952,952,943497502,4
953,953,953,943497838,4
954,954,954,943497376,3
955,955,955,943497934,4
956,956,956,943497934,4
957,957,957,943497502,4
958,958,958,943497502,4
959,959,959,943497439,4
960,960,960,943497376,3
961,961,961,1230858821,4.5
962,962,962,1230858959,2.5
963,963,963,1230783704,3.5
964,964,964,1230783095,5
965,965,965,1230859032,4.5
966,966,966,1230856649,2
967,967,967,1230853748,4
968,968,968,1230785947,3
969,969,969,1230785343,5
970,970,970,1230858914,3.5
971,971,971,1230853973,4
972,972,972,1230787621,4
973,973,973,1230858900,4
974,974,974,1230782534,5
975,975,975,1230787804,5
976,976,976,1230788954,5
977,977,977,1230859015,4
978,978,978,1230787870,4.5
979,979,979,1230858945,4
980,980,980,1230858996,4.5
981,981,981,1230788946,5
982,982,982,1230787560,5
983,983,983,1230787831,0.5
984,984,984,1230858799,3.5
985,985,985,1230788496,3.5
986,986,986,1230850571,5
987,987,987,1230783700,3.5
988,988,988,1230858804,5
989,989,989,1230858919,4
990,990,990,1230858954,4
991,991,991,1230858880,4
992,992,992,1251170857,5
993,993,993,1230785967,3.5
994,994,994,1230787663,3.5
995,995,995,1230783786,4
996,996,996,1230853962,1.5
997,997,997,1230788002,4.5
998,998,998,1230788713,5
999,999,999,1230858949,4.5
1000,1000,1000,1230787591,1
1001,1001,1001,1251170861,4.5
1002,1002,1002,1230782539,4.5
1003,1003,1003,1230787503,4.5
1004,1004,1004,1230788928,5
1005,1005,1005,1230853957,5
1006,1006,1006,1230859027,4
1007,1007,1007,1230858969,4.5
1008,1008,1008,1251170867,5
1009,1009,1009,1230788848,4.5
1010,1010,1010,1230789445,4.5
1011,1011,1011,1230858809,5
1012,1012,1012,1230858904,4.5
1013,1013,1013,1230858934,4.5
1014,1014,1014,1230858873,3.5
1015,1015,1015,1230853952,4
1016,1016,1016,1230787801,3.5
1017,1017,1017,1230782542,4
1018,1018,1018,1230784338,2
1019,1019,1019,1230853720,4
1020,1020,1020,1251143205,4.5
1021,1021,1021,1230782626,0.5
1022,1022,1022,1230787775,5
1023,1023,1023,1251170912,5
1024,1024,1024,1230788659,4.5
1025,1025,1025,1230856213,3.5
1026,1026,1026,1230788340,5
1027,1027,1027,1230853947,3.5
1028,1028,1028,1230784021,4
1029,1029,1029,1230858924,2.5
1030,1030,1030,1230787643,5
1031,1031,1031,1251170109,5
1032,1032,1032,1230853922,4
1033,1033,1033,1230853917,3.5
1034,1034,1034,1230784254,4
1035,1035,1035,1230859011,4
1036,1036,1036,1251144145,4.5
1037,1037,1037,1230784195,3
1038,1038,1038,1230853696,5
1039,1039,1039,1230782602,0.5
1040,1040,1040,1230782561,3
1041,1041,1041,1230788620,4.5
1042,1042,1042,1230853691,4.5
1043,1043,1043,1230785998,4.5
1044,1044,1044,1230784671,1.5
1045,1045,1045,1230787560,5
1046,1046,1046,1230858974,4
1047,1047,1047,1230858888,4
1048,1048,1048,1230784277,5
1049,1049,1049,1230858825,4.5
1050,1050,1050,1230853686,1.5
1051,1051,1051,1230784258,5
1052,1052,1052,1230785513,3
1053,1053,1053,1230784460,5
1054,1054,1054,1230788851,5
1055,1055,1055,1230788606,4
1056,1056,1056,1230786024,4
1057,1057,1057,1230785922,5
1058,1058,1058,1230784185,5
1059,1059,1059,1230859001,4.5
1060,1060,1060,1230784317,5
1061,1061,1061,1230784904,4
1062,1062,1062,1230853869,5
1063,1063,1063,1230783065,3.5
1064,1064,1064,1230859169,4
1065,1065,1065,1251170543,4
1066,1066,1066,1230857283,1
1067,1067,1067,1230859076,4.5
1068,1068,1068,1230787983,5
1069,1069,1069,1230788734,5
1070,1070,1070,1230788580,4
1071,1071,1071,1230782724,5
1072,1072,1072,1230788655,5
1073,1073,1073,1230789404,4.5
1074,1074,1074,1230785075,3
1075,1075,1075,1230788078,5
1076,1076,1076,1230858964,4
