Released_ID	Title	MovieID	ReleasedYear
62	Mr. Holland's Opus (1995)	62	2007
63	Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)	63	2008
64	Two if by Sea (1996)	64	2009
65	Bio-Dome (1996)	65	2010
66	Lawnmower Man 2: Beyond Cyberspace (1996)	66	2011
67	Two Bits (1995)	67	2012
68	French Twist (Gazon maudit) (1995)	68	2013
69	Friday (1995)	69	2014
70	From Dusk Till Dawn (1996)	70	2015
71	Fair Game (1995)	71	2016
72	Kicking and Screaming (1995)	72	2017
73	"Misérables, Les (1995)"	73	2018
74	Bed of Roses (1996)	74	2019
75	Big Bully (1996)	75	2020
76	Screamers (1995)	76	2021
77	Nico Icon (1995)	77	2022
78	"Crossing Guard, The (1995)"	78	1999
79	"Juror, The (1996)"	79	2000
80	"White Balloon, The (Badkonake sefid) (1995)"	80	2001
81	Things to Do in Denver When You're Dead (1995)	81	2002
82	Antonia's Line (Antonia) (1995)	82	2003
83	Once Upon a Time... When We Were Colored (1995)	83	2004
84	Last Summer in the Hamptons (1995)	84	2005
85	Angels and Insects (1995)	85	2022
86	White Squall (1996)	86	2000
87	Dunston Checks In (1996)	87	2001
88	Black Sheep (1996)	88	2002
89	Nick of Time (1995)	89	2003
90	"Journey of August King, The (1995)"	90	2004
91	Mary Reilly (1996)	91	2005
92	Vampire in Brooklyn (1995)	92	2006
93	Beautiful Girls (1996)	93	2007
94	Broken Arrow (1996)	94	2008
95	In the Bleak Midwinter (1995)	95	2009
96	"Hate (Haine, La) (1995)"	96	2010
97	Shopping (1994)	97	2011
98	Heidi Fleiss: Hollywood Madam (1995)	98	2012
99	City Hall (1996)	99	2013
100	Bottle Rocket (1996)	100	2014
101	Mr. Wrong (1996)	101	2015
102	Unforgettable (1996)	102	2016
103	Happy Gilmore (1996)	103	2017
104	"Bridges of Madison County, The (1995)"	104	2018
105	Nobody Loves Me (Keiner liebt mich) (1994)	105	2019
106	Muppet Treasure Island (1996)	106	2020
107	Catwalk (1996)	107	2021
108	Headless Body in Topless Bar (1995)	108	2022
109	Braveheart (1995)	109	2020
110	Taxi Driver (1976)	110	1970
111	Rumble in the Bronx (Hont faan kui) (1995)	111	1971
112	Before and After (1996)	112	1972
113	Margaret's Museum (1995)	113	1973
114	"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)"	114	1974
115	Anne Frank Remembered (1995)	115	1975
116	"Young Poisoner's Handbook, The (1995)"	116	1976
117	If Lucy Fell (1996)	117	1977
118	"Steal Big, Steal Little (1995)"	118	1978
119	Race the Sun (1996)	119	1979
120	"Boys of St. Vincent, The (1992)"	120	1980
121	Boomerang (1992)	121	1981
122	Chungking Express (Chung Hing sam lam) (1994)	122	1982
123	"Star Maker, The (Uomo delle stelle, L') (1995)"	123	1983
124	Flirting With Disaster (1996)	124	1984
125	"NeverEnding Story III, The (1994)"	125	1985
126	"Silences of the Palace, The (Saimt el Qusur) (1994)"	126	1986
127	Jupiter's Wife (1994)	127	1987
128	Pie in the Sky (1996)	128	1988
129	Angela (1995)	129	1989
130	Frankie Starlight (1995)	130	1990
131	Jade (1995)	131	1991
132	Nueba Yol (1995)	132	1992
133	Sonic Outlaws (1995)	133	1993
134	Down Periscope (1996)	134	1994
135	From the Journals of Jean Seberg (1995)	135	1995
136	Man of the Year (1995)	136	1996
137	"Neon Bible, The (1995)"	137	1997
138	Target (1995)	138	1998
139	Up Close and Personal (1996)	139	1999
140	"Birdcage, The (1996)"	140	2000
141	Shadows (Cienie) (1988)	141	2001
142	Gospa (1995)	142	2002
143	"Brothers McMullen, The (1995)"	143	2003
144	Bad Boys (1995)	144	2004
145	"Amazing Panda Adventure, The (1995)"	145	2005
146	"Basketball Diaries, The (1995)"	146	2006
147	"Awfully Big Adventure, An (1995)"	147	2007
148	Amateur (1994)	148	2008
149	Apollo 13 (1995)	149	2009
150	Rob Roy (1995)	150	2010
151	"Addiction, The (1995)"	151	2011
152	Batman Forever (1995)	152	2012
153	Beauty of the Day (Belle de jour) (1967)	153	2013
154	Beyond Rangoon (1995)	154	2014
155	Blue in the Face (1995)	155	2015
156	Canadian Bacon (1995)	156	2016
157	Casper (1995)	157	2017
158	Clockers (1995)	158	2018
159	Congo (1995)	159	2019
160	Crimson Tide (1995)	160	2020
161	Crumb (1994)	161	2021
162	Desperado (1995)	162	2022
163	Devil in a Blue Dress (1995)	163	1999
164	Die Hard: With a Vengeance (1995)	164	2000
165	"Doom Generation, The (1995)"	165	2001
166	Feast of July (1995)	166	2002
167	First Knight (1995)	167	2003
168	Free Willy 2: The Adventure Home (1995)	168	2004
169	Hackers (1995)	169	2005
170	Jeffrey (1995)	170	2022
171	Johnny Mnemonic (1995)	171	2000
172	Judge Dredd (1995)	172	2001
173	Jury Duty (1995)	173	2002
174	Kids (1995)	174	2003
175	Living in Oblivion (1995)	175	2004
176	Lord of Illusions (1995)	176	2005
177	Love & Human Remains (1993)	177	2006
178	Mad Love (1995)	178	2007
179	Mallrats (1995)	179	2008
180	Mighty Morphin Power Rangers: The Movie (1995)	180	2009
181	Moonlight and Valentino (1995)	181	2010
182	Mute Witness (1994)	182	2011
183	Nadja (1994)	183	2012
184	"Net, The (1995)"	184	2013
185	Nine Months (1995)	185	2014
186	Party Girl (1995)	186	2015
187	"Prophecy, The (1995)"	187	2016
188	Reckless (1995)	188	2017
189	Safe (1995)	189	2018
190	"Scarlet Letter, The (1995)"	190	2019
191	"Show, The (1995)"	191	2020
192	Showgirls (1995)	192	2021
193	Smoke (1995)	193	2022
194	Something to Talk About (1995)	194	2020
195	Species (1995)	195	1970
196	"Stars Fell on Henrietta, The (1995)"	196	1971
197	Strange Days (1995)	197	1972
198	"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"	198	1973
199	"Tie That Binds, The (1995)"	199	1974
200	Three Wishes (1995)	200	1975
201	Total Eclipse (1995)	201	1976
202	"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"	202	1977
203	Under Siege 2: Dark Territory (1995)	203	1978
204	Unstrung Heroes (1995)	204	1979
205	Unzipped (1995)	205	1980
206	"Walk in the Clouds, A (1995)"	206	1981
207	Waterworld (1995)	207	1982
208	White Man's Burden (1995)	208	1983
209	Wild Bill (1995)	209	1984
210	"Browning Version, The (1994)"	210	1985
211	Bushwhacked (1995)	211	1986
212	Burnt by the Sun (Utomlyonnye solntsem) (1994)	212	1987
213	Before the Rain (Pred dozhdot) (1994)	213	1988
214	Before Sunrise (1995)	214	1989
215	Billy Madison (1995)	215	1990
216	"Babysitter, The (1995)"	216	1991
217	Boys on the Side (1995)	217	1992
218	"Cure, The (1995)"	218	1993
219	Castle Freak (1995)	219	1994
220	Circle of Friends (1995)	220	1995
221	Clerks (1994)	221	1996
222	Don Juan DeMarco (1995)	222	1997
223	Disclosure (1994)	223	1998
224	Dream Man (1995)	224	1999
225	Drop Zone (1994)	225	2000
226	Destiny Turns on the Radio (1995)	226	2001
227	Death and the Maiden (1994)	227	2002
228	Dolores Claiborne (1995)	228	2003
229	Dumb & Dumber (Dumb and Dumber) (1994)	229	2004
230	Eat Drink Man Woman (Yin shi nan nu) (1994)	230	2005
231	Exotica (1994)	231	2006
232	Exit to Eden (1994)	232	2007
233	Ed Wood (1994)	233	2008
234	French Kiss (1995)	234	2009
235	Forget Paris (1995)	235	2010
236	Far From Home: The Adventures of Yellow Dog (1995)	236	2011
237	"Goofy Movie, A (1995)"	237	2012
238	Hideaway (1995)	238	2013
239	Fluke (1995)	239	2014
240	Farinelli: il castrato (1994)	240	2015
241	Gordy (1995)	241	2016
242	Gumby: The Movie (1995)	242	2017
243	"Glass Shield, The (1994)"	243	2018
244	Hoop Dreams (1994)	244	2019
245	Heavenly Creatures (1994)	245	2020
246	Houseguest (1994)	246	2021
247	Immortal Beloved (1994)	247	2022
248	Heavyweights (Heavy Weights) (1995)	248	1999
249	"Hunted, The (1995)"	249	2000
250	I.Q. (1994)	250	2001
251	Interview with the Vampire: The Vampire Chronicles (1994)	251	2002
252	Jefferson in Paris (1995)	252	2003
253	"Jerky Boys, The (1995)"	253	2004
254	Junior (1994)	254	2005
255	Just Cause (1995)	255	2022
256	"Kid in King Arthur's Court, A (1995)"	256	2000
257	Kiss of Death (1995)	257	2001
258	Star Wars: Episode IV - A New Hope (1977)	258	2002
259	Little Women (1994)	259	2003
260	"Little Princess, A (1995)"	260	2004
261	Ladybird Ladybird (1994)	261	2005
262	"Enfer, L' (1994)"	262	2006
263	Like Water for Chocolate (Como agua para chocolate) (1992)	263	2007
264	Legends of the Fall (1994)	264	2008
265	Major Payne (1995)	265	2009
266	Little Odessa (1994)	266	2010
267	My Crazy Life (Mi vida loca) (1993)	267	2011
268	Love Affair (1994)	268	2012
269	Losing Isaiah (1995)	269	2013
270	"Madness of King George, The (1994)"	270	2014
271	Mary Shelley's Frankenstein (Frankenstein) (1994)	271	2015
272	Man of the House (1995)	272	2016
273	Mixed Nuts (1994)	273	2017
274	Milk Money (1994)	274	2018
275	Miracle on 34th Street (1994)	275	2019
276	Miami Rhapsody (1995)	276	2020
277	My Family (1995)	277	2021
278	Murder in the First (1995)	278	2022
279	Nobody's Fool (1994)	279	2020
280	Nell (1994)	280	1970
281	New Jersey Drive (1995)	281	1971
282	New York Cop (Nyû Yôku no koppu) (1993)	282	1972
283	Beyond Bedlam (1993)	283	1973
284	Nemesis 2: Nebula (1995)	284	1974
285	Nina Takes a Lover (1994)	285	1975
286	Natural Born Killers (1994)	286	1976
287	Only You (1994)	287	1977
288	Once Were Warriors (1994)	288	1978
289	Poison Ivy II (1996)	289	1979
290	Outbreak (1995)	290	1980
291	Léon: The Professional (a.k.a. The Professional) (Léon) (1994)	291	1981
292	"Perez Family, The (1995)"	292	1982
293	"Pyromaniac's Love Story, A (1995)"	293	1983
294	Pulp Fiction (1994)	294	1984
295	Panther (1995)	295	1985
296	Pushing Hands (Tui shou) (1992)	296	1986
297	Priest (1994)	297	1987
298	Quiz Show (1994)	298	1988
299	Picture Bride (Bijo photo) (1994)	299	1989
300	"Queen Margot (Reine Margot, La) (1994)"	300	1990
301	"Quick and the Dead, The (1995)"	301	1991
302	Roommates (1995)	302	1992
303	Ready to Wear (Pret-A-Porter) (1994)	303	1993
304	Three Colors: Red (Trois couleurs: Rouge) (1994)	304	1994
305	Three Colors: Blue (Trois couleurs: Bleu) (1993)	305	1995
306	Three Colors: White (Trzy kolory: Bialy) (1994)	306	1996
307	"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)"	307	1997
308	Rent-a-Kid (1995)	308	1998
309	Relative Fear (1994)	309	1999
310	Stuart Saves His Family (1995)	310	2000
311	"Swan Princess, The (1994)"	311	2001
312	"Secret of Roan Inish, The (1994)"	312	2002
313	"Specialist, The (1994)"	313	2003
314	Stargate (1994)	314	2004
315	"Santa Clause, The (1994)"	315	2005
316	"Shawshank Redemption, The (1994)"	316	2006
317	Shallow Grave (1994)	317	2007
318	Suture (1993)	318	2008
319	Strawberry and Chocolate (Fresa y chocolate) (1993)	319	2009
320	Swimming with Sharks (1995)	320	2010
321	"Sum of Us, The (1994)"	321	2011
322	National Lampoon's Senior Trip (1995)	322	2012
323	To Live (Huozhe) (1994)	323	2013
324	Tank Girl (1995)	324	2014
325	Tales from the Crypt Presents: Demon Knight (1995)	325	2015
326	Star Trek: Generations (1994)	326	2016
327	Tales from the Hood (1995)	327	2017
328	Tom & Viv (1994)	328	2018
329	Village of the Damned (1995)	329	2019
330	Tommy Boy (1995)	330	2020
331	Vanya on 42nd Street (1994)	331	2021
332	Underneath (1995)	332	2022
333	"Walking Dead, The (1995)"	333	1999
334	What's Eating Gilbert Grape (1993)	334	2000
335	Virtuosity (1995)	335	2001
336	While You Were Sleeping (1995)	336	2002
337	"War, The (1994)"	337	2003
338	Double Happiness (1994)	338	2004
339	Muriel's Wedding (1994)	339	2005
340	"Baby-Sitters Club, The (1995)"	340	2022
341	Ace Ventura: Pet Detective (1994)	341	2000
342	"Adventures of Priscilla, Queen of the Desert, The (1994)"	342	2001
343	Backbeat (1993)	343	2002
344	Bitter Moon (1992)	344	2003
345	Bullets Over Broadway (1994)	345	2004
346	Clear and Present Danger (1994)	346	2005
347	"Client, The (1994)"	347	2006
348	"Corrina, Corrina (1994)"	348	2007
349	Crooklyn (1994)	349	2008
350	"Crow, The (1994)"	350	2009
351	Cobb (1994)	351	2010
352	"Flintstones, The (1994)"	352	2011
353	Forrest Gump (1994)	353	2012
354	Four Weddings and a Funeral (1994)	354	2013
355	Higher Learning (1995)	355	2014
356	I Like It Like That (1994)	356	2015
357	I Love Trouble (1994)	357	2016
358	It Could Happen to You (1994)	358	2017
359	"Jungle Book, The (1994)"	359	2018
360	"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)"	360	2019
361	"Lion King, The (1994)"	361	2020
362	Little Buddha (1993)	362	2021
363	"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)"	363	2022
364	"Mask, The (1994)"	364	2020
365	Maverick (1994)	365	1970
366	Mrs. Parker and the Vicious Circle (1994)	366	1971
367	Naked Gun 33 1/3: The Final Insult (1994)	367	1972
368	"Paper, The (1994)"	368	1973
369	Reality Bites (1994)	369	1974
370	Red Rock West (1992)	370	1975
371	Richie Rich (1994)	371	1976
372	Safe Passage (1994)	372	1977
373	"River Wild, The (1994)"	373	1978
374	Speed (1994)	374	1979
375	Speechless (1994)	375	1980
376	Timecop (1994)	376	1981
377	True Lies (1994)	377	1982
378	When a Man Loves a Woman (1994)	378	1983
379	Wolf (1994)	379	1984
380	Wyatt Earp (1994)	380	1985
381	Bad Company (1995)	381	1986
382	"Man of No Importance, A (1994)"	382	1987
383	S.F.W. (1994)	383	1988
384	"Low Down Dirty Shame, A (1994)"	384	1989
385	Boys Life (1995)	385	1990
386	"Colonel Chabert, Le (1994)"	386	1991
387	Faster Pussycat! Kill! Kill! (1965)	387	1992
388	Jason's Lyric (1994)	388	1993
389	"Secret Adventures of Tom Thumb, The (1993)"	389	1994
390	Street Fighter (1994)	390	1995
391	Coldblooded (1995)	391	1996
392	Desert Winds (1995)	392	1997
393	Fall Time (1995)	393	1998
394	"Fear, The (1995)"	394	1999
395	Frank and Ollie (1995)	395	2000
396	Girl in the Cadillac (1995)	396	2001
397	Homage (1995)	397	2002
398	Mirage (1995)	398	2003
399	Open Season (1996)	399	2004
400	Two Crimes (Dos crímenes) (1995)	400	2005
401	Brother Minister: The Assassination of Malcolm X (1994)	401	2006
402	Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)	402	2007
403	Federal Hill (1994)	403	2008
404	In the Mouth of Madness (1995)	404	2009
405	8 Seconds (1994)	405	2010
406	Above the Rim (1994)	406	2011
407	Addams Family Values (1993)	407	2012
408	Martin Lawrence: You So Crazy (1994)	408	2013
409	"Age of Innocence, The (1993)"	409	2014
410	Airheads (1994)	410	2015
411	"Air Up There, The (1994)"	411	2016
412	Another Stakeout (1993)	412	2017
413	Bad Girls (1994)	413	2018
414	Barcelona (1994)	414	2019
415	Being Human (1993)	415	2020
416	"Beverly Hillbillies, The (1993)"	416	2021
417	Beverly Hills Cop III (1994)	417	2022
418	Black Beauty (1994)	418	1999
419	Blink (1994)	419	2000
420	Blown Away (1994)	420	2001
421	Blue Chips (1994)	421	2002
422	Blue Sky (1994)	422	2003
423	Body Snatchers (1993)	423	2004
424	Boxing Helena (1993)	424	2005
425	"Bronx Tale, A (1993)"	425	2022
426	Cabin Boy (1994)	426	2000
427	Calendar Girl (1993)	427	2001
428	Carlito's Way (1993)	428	2002
429	City Slickers II: The Legend of Curly's Gold (1994)	429	2003
430	Clean Slate (1994)	430	2004
431	Cliffhanger (1993)	431	2005
432	Coneheads (1993)	432	2006
433	Color of Night (1994)	433	2007
434	Cops and Robbersons (1994)	434	2008
435	"Cowboy Way, The (1994)"	435	2009
436	Dangerous Game (1993)	436	2010
437	Dave (1993)	437	2011
438	Dazed and Confused (1993)	438	2012
439	Demolition Man (1993)	439	2013
440	"Endless Summer 2, The (1994)"	440	2014
441	Even Cowgirls Get the Blues (1993)	441	2015
442	Fatal Instinct (1993)	442	2016
443	Farewell My Concubine (Ba wang bie ji) (1993)	443	2017
444	"Favor, The (1994)"	444	2018
445	Fearless (1993)	445	2019
446	Fear of a Black Hat (1994)	446	2020
447	With Honors (1994)	447	2021
448	Flesh and Bone (1993)	448	2022
449	Widows' Peak (1994)	449	2020
450	For Love or Money (1993)	450	1970
451	"Firm, The (1993)"	451	1971
452	Free Willy (1993)	452	1972
453	Fresh (1994)	453	1973
454	"Fugitive, The (1993)"	454	1974
455	Geronimo: An American Legend (1993)	455	1975
456	"Getaway, The (1994)"	456	1976
457	Getting Even with Dad (1994)	457	1977
458	Go Fish (1994)	458	1978
459	"Good Man in Africa, A (1994)"	459	1979
460	Guilty as Sin (1993)	460	1980
461	Hard Target (1993)	461	1981
462	Heaven & Earth (1993)	462	1982
463	Hot Shots! Part Deux (1993)	463	1983
464	Live Nude Girls (1995)	464	1984
465	"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"	465	1985
466	"House of the Spirits, The (1993)"	466	1986
467	House Party 3 (1994)	467	1987
468	"Hudsucker Proxy, The (1994)"	468	1988
469	I'll Do Anything (1994)	469	1989
470	In the Army Now (1994)	470	1990
471	In the Line of Fire (1993)	471	1991
472	In the Name of the Father (1993)	472	1992
473	"Inkwell, The (1994)"	473	1993
474	What's Love Got to Do with It? (1993)	474	1994
475	Jimmy Hollywood (1994)	475	1995
476	Judgment Night (1993)	476	1996
477	Jurassic Park (1993)	477	1997
478	Kalifornia (1993)	478	1998
479	Killing Zoe (1994)	479	1999
480	King of the Hill (1993)	480	2000
481	Lassie (1994)	481	2001
482	Last Action Hero (1993)	482	2002
483	Life with Mikey (1993)	483	2003
484	Lightning Jack (1994)	484	2004
485	M. Butterfly (1993)	485	2005
486	Made in America (1993)	486	2006
487	Malice (1993)	487	2007
488	"Man Without a Face, The (1993)"	488	2008
489	Manhattan Murder Mystery (1993)	489	2009
490	Menace II Society (1993)	490	2010
491	Executive Decision (1996)	491	2011
492	In the Realm of the Senses (Ai no corrida) (1976)	492	2012
493	What Happened Was... (1994)	493	2013
494	Much Ado About Nothing (1993)	494	2014
495	Mr. Jones (1993)	495	2015
496	Mr. Wonderful (1993)	496	2016
497	Mrs. Doubtfire (1993)	497	2017
498	Naked (1993)	498	2018
499	"Next Karate Kid, The (1994)"	499	2019
500	"New Age, The (1994)"	500	2020
501	No Escape (1994)	501	2021
502	North (1994)	502	2022
503	Orlando (1992)	503	1999
504	"Perfect World, A (1993)"	504	2000
505	Philadelphia (1993)	505	2001
506	"Piano, The (1993)"	506	2002
507	Poetic Justice (1993)	507	2003
508	"Program, The (1993)"	508	2004
509	"Puppet Masters, The (1994)"	509	2005
510	Radioland Murders (1994)	510	2022
511	"Ref, The (1994)"	511	2000
512	"Remains of the Day, The (1993)"	512	2001
513	Renaissance Man (1994)	513	2002
514	Rising Sun (1993)	514	2003
515	"Road to Wellville, The (1994)"	515	2004
516	RoboCop 3 (1993)	516	2005
517	Robin Hood: Men in Tights (1993)	517	2006
518	Romeo Is Bleeding (1993)	518	2007
519	Romper Stomper (1992)	519	2008
520	Ruby in Paradise (1993)	520	2009
521	Rudy (1993)	521	2010
522	"Saint of Fort Washington, The (1993)"	522	2011
523	"Savage Nights (Nuits fauves, Les) (1992)"	523	2012
524	Schindler's List (1993)	524	2013
525	"Scout, The (1994)"	525	2014
526	Searching for Bobby Fischer (1993)	526	2015
527	Second Best (1994)	527	2016
528	"Secret Garden, The (1993)"	528	2017
529	Serial Mom (1994)	529	2018
530	"Shadow, The (1994)"	530	2019
531	Shadowlands (1993)	531	2020
532	Short Cuts (1993)	532	2021
533	"Simple Twist of Fate, A (1994)"	533	2022
534	Sirens (1994)	534	2020
535	Six Degrees of Separation (1993)	535	1970
536	Sleepless in Seattle (1993)	536	1971
537	Sliver (1993)	537	1972
538	Blade Runner (1982)	538	1973
539	Son in Law (1993)	539	1974
540	So I Married an Axe Murderer (1993)	540	1975
541	Striking Distance (1993)	541	1976
542	Harem (1985)	542	1977
543	Super Mario Bros. (1993)	543	1978
544	Surviving the Game (1994)	544	1979
545	Terminal Velocity (1994)	545	1980
546	Thirty-Two Short Films About Glenn Gould (1993)	546	1981
547	Threesome (1994)	547	1982
548	"Nightmare Before Christmas, The (1993)"	548	1983
549	"Three Musketeers, The (1993)"	549	1984
550	Tombstone (1993)	550	1985
551	Trial by Jury (1994)	551	1986
552	True Romance (1993)	552	1987
553	"War Room, The (1993)"	553	1988
554	"Pagemaster, The (1994)"	554	1989
555	"Paris, France (1993)"	555	1990
556	"Beans of Egypt, Maine, The (1994)"	556	1991
557	Killer (Bulletproof Heart) (1994)	557	1992
558	Welcome to the Dollhouse (1995)	558	1993
559	Germinal (1993)	559	1994
560	Chasers (1994)	560	1995
561	Cronos (1993)	561	1996
562	Naked in New York (1994)	562	1997
563	Kika (1993)	563	1998
564	Bhaji on the Beach (1993)	564	1999
565	Little Big League (1994)	565	2000
566	"Slingshot, The (Kådisbellan) (1993)"	566	2001
567	"Wedding Gift, The (1994)"	567	2002
568	Foreign Student (1994)	568	2003
569	"Ciao, Professore! (Io speriamo che me la cavo) (1992)"	569	2004
570	Spanking the Monkey (1994)	570	2005
571	"Little Rascals, The (1994)"	571	2006
572	Fausto (1993)	572	2007
573	Andre (1994)	573	2008
574	"Escort, The (Scorta, La) (1993)"	574	2009
575	Princess Caraboo (1994)	575	2010
576	"Celluloid Closet, The (1995)"	576	2011
577	Métisse (Café au Lait) (1993)	577	2012
578	Dear Diary (Caro Diario) (1994)	578	2013
579	I Don't Want to Talk About It (De eso no se habla) (1993)	579	2014
580	"Brady Bunch Movie, The (1995)"	580	2015
581	Home Alone (1990)	581	2016
582	Ghost (1990)	582	2017
583	Aladdin (1992)	583	2018
584	Terminator 2: Judgment Day (1991)	584	2019
585	Dances with Wolves (1990)	585	2020
586	Tough and Deadly (1995)	586	2021
587	Batman (1989)	587	2022
588	"Silence of the Lambs, The (1991)"	588	1999
589	Snow White and the Seven Dwarfs (1937)	589	2000
590	Beauty and the Beast (1991)	590	2001
591	Pinocchio (1940)	591	2002
592	Pretty Woman (1990)	592	2003
593	Window to Paris (Okno v Parizh) (1994)	593	2004
594	"Wild Bunch, The (1969)"	594	2005
595	Love and a .45 (1994)	595	2022
596	"Wooden Man's Bride, The (Yan shen) (1994)"	596	2000
597	"Great Day in Harlem, A (1994)"	597	2001
598	"Bye Bye, Love (1995)"	598	2002
599	Criminals (1996)	599	2003
600	One Fine Day (1996)	600	2004
601	Candyman: Farewell to the Flesh (1995)	601	2005
602	Century (1993)	602	2006
603	Fargo (1996)	603	2007
604	Homeward Bound II: Lost in San Francisco (1996)	604	2008
605	Heavy Metal (1981)	605	2009
606	Hellraiser: Bloodline (1996)	606	2010
607	"Pallbearer, The (1996)"	607	2011
608	Jane Eyre (1996)	608	2012
609	Loaded (1994)	609	2013
610	Bread and Chocolate (Pane e cioccolata) (1973)	610	2014
611	"Aristocats, The (1970)"	611	2015
612	"Flower of My Secret, The (La flor de mi secreto) (1995)"	612	2016
613	Two Much (1995)	613	2017
614	Ed (1996)	614	2018
615	Scream of Stone (Cerro Torre: Schrei aus Stein) (1991)	615	2019
616	My Favorite Season (1993)	616	2020
617	"Modern Affair, A (1995)"	617	2021
618	Condition Red (Beyond the Law) (1995)	618	2022
619	Asfour Stah (1990)	619	2020
620	"Thin Line Between Love and Hate, A (1996)"	620	1970
621	"Last Supper, The (1995)"	621	1971
622	Primal Fear (1996)	622	1972
623	Rude (1995)	623	1973
624	Carried Away (1996)	624	1974
625	All Dogs Go to Heaven 2 (1996)	625	1975
626	Land and Freedom (Tierra y libertad) (1995)	626	1976
627	Denise Calls Up (1995)	627	1977
628	Theodore Rex (1995)	628	1978
629	"Family Thing, A (1996)"	629	1979
630	Frisk (1995)	630	1980
631	Sgt. Bilko (1996)	631	1981
632	Jack and Sarah (1995)	632	1982
633	Girl 6 (1996)	633	1983
634	Diabolique (1996)	634	1984
635	"Little Indian, Big City (Un indien dans la ville) (1994)"	635	1985
636	Roula (1995)	636	1986
637	Peanuts - Die Bank zahlt alles (1996)	637	1987
638	Happy Weekend (1996)	638	1988
639	Nelly & Monsieur Arnaud (1995)	639	1989
640	Courage Under Fire (1996)	640	1990
641	Mission: Impossible (1996)	641	1991
642	Cold Fever (Á köldum klaka) (1995)	642	1992
643	Moll Flanders (1996)	643	1993
644	"Superweib, Das (1996)"	644	1994
645	"301, 302 (301/302) (1995)"	645	1995
646	Dragonheart (1996)	646	1996
647	And Nobody Weeps for Me (Und keiner weint mir nach) (1996)	647	1997
648	My Mother's Courage (Mutters Courage) (1995)	648	1998
649	Eddie (1996)	649	1999
650	Yankee Zulu (1994)	650	2000
651	Billy's Holiday (1995)	651	2001
652	Purple Noon (Plein soleil) (1960)	652	2002
653	August (1996)	653	2003
654	James and the Giant Peach (1996)	654	2004
655	Fear (1996)	655	2005
656	Kids in the Hall: Brain Candy (1996)	656	2006
657	Faithful (1996)	657	2007
658	Underground (1995)	658	2008
659	All Things Fair (Lust och fägring stor) (1995)	659	2009
