MovieID,Title,Genres
289,Poison Ivy II (1996),Drama|Thriller
290,Outbreak (1995),Action|Drama|Sci-Fi|Thriller
291,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
292,"Perez Family, The (1995)",Comedy|Romance
293,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
294,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller
295,Panther (1995),Drama
296,Pushing Hands (Tui shou) (1992),Drama
297,Priest (1994),Drama
298,Quiz Show (1994),Drama
299,Picture Bride (Bijo photo) (1994),Drama|Romance
300,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance
301,"Quick and the Dead, The (1995)",Action|Thriller|Western
302,Roommates (1995),Comedy|Drama
303,Ready to Wear (Pret-A-Porter) (1994),Comedy
304,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
305,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
306,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama
307,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama
308,Rent-a-Kid (1995),Comedy
309,Relative Fear (1994),Horror|Thriller
310,Stuart Saves His Family (1995),Comedy
311,"Swan Princess, The (1994)",Animation|Children
312,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery
313,"Specialist, The (1994)",Action|Drama|Thriller
314,Stargate (1994),Action|Adventure|Sci-Fi
315,"Santa Clause, The (1994)",Comedy|Drama|Fantasy
316,"Shawshank Redemption, The (1994)",Crime|Drama
317,Shallow Grave (1994),Comedy|Drama|Thriller
318,Suture (1993),Film-Noir|Thriller
319,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
320,Swimming with Sharks (1995),Comedy|Drama
321,"Sum of Us, The (1994)",Comedy|Drama
322,National Lampoon's Senior Trip (1995),Comedy
323,To Live (Huozhe) (1994),Drama
324,Tank Girl (1995),Action|Comedy|Sci-Fi
325,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller
326,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi
327,Tales from the Hood (1995),Action|Crime|Horror
328,Tom & Viv (1994),Drama
329,Village of the Damned (1995),Horror|Sci-Fi
330,Tommy Boy (1995),Comedy
331,Vanya on 42nd Street (1994),Drama
332,Underneath (1995),Mystery|Thriller
333,"Walking Dead, The (1995)",Drama|War
334,What's Eating Gilbert Grape (1993),Drama
335,Virtuosity (1995),Action|Sci-Fi|Thriller
336,While You Were Sleeping (1995),Comedy|Romance
337,"War, The (1994)",Adventure|Drama|War
338,Double Happiness (1994),Drama
339,Muriel's Wedding (1994),Comedy
340,"Baby-Sitters Club, The (1995)",Children
341,Ace Ventura: Pet Detective (1994),Comedy
342,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
343,Backbeat (1993),Drama|Musical
344,Bitter Moon (1992),Drama|Film-Noir|Romance
345,Bullets Over Broadway (1994),Comedy
346,Clear and Present Danger (1994),Action|Crime|Drama|Thriller
347,"Client, The (1994)",Drama|Mystery|Thriller
348,"Corrina, Corrina (1994)",Comedy|Drama|Romance
349,Crooklyn (1994),Comedy|Drama
350,"Crow, The (1994)",Action|Crime|Fantasy|Thriller
351,Cobb (1994),Drama
352,"Flintstones, The (1994)",Children|Comedy|Fantasy
353,Forrest Gump (1994),Comedy|Drama|Romance|War
354,Four Weddings and a Funeral (1994),Comedy|Romance
355,Higher Learning (1995),Drama
356,I Like It Like That (1994),Comedy|Drama|Romance
357,I Love Trouble (1994),Action|Comedy
358,It Could Happen to You (1994),Comedy|Drama|Romance
359,"Jungle Book, The (1994)",Adventure|Children|Romance
360,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
361,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX
362,Little Buddha (1993),Drama
363,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller
364,"Mask, The (1994)",Action|Comedy|Crime|Fantasy
365,Maverick (1994),Adventure|Comedy|Western
366,Mrs. Parker and the Vicious Circle (1994),Drama
367,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
368,"Paper, The (1994)",Comedy|Drama
369,Reality Bites (1994),Comedy|Drama|Romance
370,Red Rock West (1992),Thriller
371,Richie Rich (1994),Children|Comedy
372,Safe Passage (1994),Drama
373,"River Wild, The (1994)",Action|Thriller
374,Speed (1994),Action|Romance|Thriller
375,Speechless (1994),Comedy|Romance
376,Timecop (1994),Action|Sci-Fi|Thriller
377,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller
378,When a Man Loves a Woman (1994),Drama|Romance
379,Wolf (1994),Drama|Horror|Romance|Thriller
380,Wyatt Earp (1994),Western
381,Bad Company (1995),Action|Crime|Drama
382,"Man of No Importance, A (1994)",Drama
383,S.F.W. (1994),Drama
384,"Low Down Dirty Shame, A (1994)",Action|Comedy
385,Boys Life (1995),Drama
386,"Colonel Chabert, Le (1994)",Drama|Romance|War
387,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama
388,Jason's Lyric (1994),Crime|Drama
389,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation
390,Street Fighter (1994),Action|Adventure|Fantasy
391,Coldblooded (1995),Comedy
392,Desert Winds (1995),Drama|Fantasy|Romance
393,Fall Time (1995),Drama
394,"Fear, The (1995)",Horror
395,Frank and Ollie (1995),Documentary
396,Girl in the Cadillac (1995),Drama
397,Homage (1995),Drama
398,Mirage (1995),Action|Thriller
399,Open Season (1996),Comedy
400,Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama
401,Brother Minister: The Assassination of Malcolm X (1994),Documentary
402,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy
403,Federal Hill (1994),Drama
404,In the Mouth of Madness (1995),Horror|Thriller
405,8 Seconds (1994),Drama
406,Above the Rim (1994),Crime|Drama
407,Addams Family Values (1993),Children|Comedy|Fantasy
408,Martin Lawrence: You So Crazy (1994),Comedy|Documentary
409,"Age of Innocence, The (1993)",Drama
410,Airheads (1994),Comedy
411,"Air Up There, The (1994)",Comedy
412,Another Stakeout (1993),Comedy|Thriller
413,Bad Girls (1994),Western
414,Barcelona (1994),Comedy|Romance
415,Being Human (1993),Drama
416,"Beverly Hillbillies, The (1993)",Comedy
417,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller
418,Black Beauty (1994),Adventure|Children|Drama
419,Blink (1994),Thriller
420,Blown Away (1994),Action|Thriller
421,Blue Chips (1994),Drama
422,Blue Sky (1994),Drama|Romance
423,Body Snatchers (1993),Horror|Sci-Fi|Thriller
424,Boxing Helena (1993),Drama|Mystery|Romance|Thriller
425,"Bronx Tale, A (1993)",Drama
426,Cabin Boy (1994),Comedy
427,Calendar Girl (1993),Comedy|Drama
428,Carlito's Way (1993),Crime|Drama
429,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
430,Clean Slate (1994),Comedy
431,Cliffhanger (1993),Action|Adventure|Thriller
432,Coneheads (1993),Comedy|Sci-Fi
433,Color of Night (1994),Drama|Thriller
434,Cops and Robbersons (1994),Comedy
435,"Cowboy Way, The (1994)",Action|Comedy|Drama
436,Dangerous Game (1993),Drama
437,Dave (1993),Comedy|Romance
438,Dazed and Confused (1993),Comedy
439,Demolition Man (1993),Action|Adventure|Sci-Fi
440,"Endless Summer 2, The (1994)",Adventure|Documentary
441,Even Cowgirls Get the Blues (1993),Comedy|Romance
442,Fatal Instinct (1993),Comedy
443,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
444,"Favor, The (1994)",Comedy|Romance
445,Fearless (1993),Drama
446,Fear of a Black Hat (1994),Comedy
447,With Honors (1994),Comedy|Drama
448,Flesh and Bone (1993),Drama|Mystery|Romance
449,Widows' Peak (1994),Drama
450,For Love or Money (1993),Comedy|Romance
451,"Firm, The (1993)",Drama|Thriller
452,Free Willy (1993),Adventure|Children|Drama
453,Fresh (1994),Crime|Drama|Thriller
454,"Fugitive, The (1993)",Thriller
455,Geronimo: An American Legend (1993),Drama|Western
456,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
457,Getting Even with Dad (1994),Comedy
458,Go Fish (1994),Drama|Romance
459,"Good Man in Africa, A (1994)",Action|Adventure
460,Guilty as Sin (1993),Crime|Drama|Thriller
461,Hard Target (1993),Action|Adventure|Crime|Thriller
462,Heaven & Earth (1993),Action|Drama|War
463,Hot Shots! Part Deux (1993),Action|Comedy|War
464,Live Nude Girls (1995),Comedy
465,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
466,"House of the Spirits, The (1993)",Drama|Romance
467,House Party 3 (1994),Comedy
468,"Hudsucker Proxy, The (1994)",Comedy
469,I'll Do Anything (1994),Comedy|Drama
470,In the Army Now (1994),Comedy|War
471,In the Line of Fire (1993),Action|Thriller
472,In the Name of the Father (1993),Drama
473,"Inkwell, The (1994)",Comedy|Drama
474,What's Love Got to Do with It? (1993),Drama|Musical
475,Jimmy Hollywood (1994),Comedy|Crime|Drama
476,Judgment Night (1993),Action|Crime|Thriller
477,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
478,Kalifornia (1993),Drama|Thriller
479,Killing Zoe (1994),Crime|Drama|Thriller
480,King of the Hill (1993),Drama
481,Lassie (1994),Adventure|Children
482,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
483,Life with Mikey (1993),Comedy
484,Lightning Jack (1994),Comedy|Western
485,M. Butterfly (1993),Drama|Romance
486,Made in America (1993),Comedy
487,Malice (1993),Thriller
488,"Man Without a Face, The (1993)",Drama
489,Manhattan Murder Mystery (1993),Comedy|Mystery
490,Menace II Society (1993),Action|Crime|Drama
491,Executive Decision (1996),Action|Adventure|Thriller
492,In the Realm of the Senses (Ai no corrida) (1976),Drama
493,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
494,Much Ado About Nothing (1993),Comedy|Romance
495,Mr. Jones (1993),Drama|Romance
496,Mr. Wonderful (1993),Comedy|Romance
497,Mrs. Doubtfire (1993),Comedy|Drama
498,Naked (1993),Drama
499,"Next Karate Kid, The (1994)",Action|Children|Romance
500,"New Age, The (1994)",Drama
501,No Escape (1994),Action|Drama|Sci-Fi
502,North (1994),Comedy
503,Orlando (1992),Drama|Fantasy|Romance
504,"Perfect World, A (1993)",Crime|Drama|Thriller
505,Philadelphia (1993),Drama
506,"Piano, The (1993)",Drama|Romance
507,Poetic Justice (1993),Drama
508,"Program, The (1993)",Action|Drama
509,"Puppet Masters, The (1994)",Horror|Sci-Fi
510,Radioland Murders (1994),Comedy|Mystery|Romance
511,"Ref, The (1994)",Comedy
512,"Remains of the Day, The (1993)",Drama|Romance
513,Renaissance Man (1994),Comedy|Drama
514,Rising Sun (1993),Action|Drama|Mystery
515,"Road to Wellville, The (1994)",Comedy
516,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
517,Robin Hood: Men in Tights (1993),Comedy
518,Romeo Is Bleeding (1993),Crime|Thriller
519,Romper Stomper (1992),Action|Drama
520,Ruby in Paradise (1993),Drama
521,Rudy (1993),Drama
522,"Saint of Fort Washington, The (1993)",Drama
523,"Savage Nights (Nuits fauves, Les) (1992)",Drama
524,Schindler's List (1993),Drama|War
525,"Scout, The (1994)",Comedy|Drama
526,Searching for Bobby Fischer (1993),Drama
527,Second Best (1994),Drama
528,"Secret Garden, The (1993)",Children|Drama
529,Serial Mom (1994),Comedy|Crime|Horror
530,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
531,Shadowlands (1993),Drama|Romance
532,Short Cuts (1993),Drama
533,"Simple Twist of Fate, A (1994)",Drama
534,Sirens (1994),Drama
535,Six Degrees of Separation (1993),Drama
536,Sleepless in Seattle (1993),Comedy|Drama|Romance
537,Sliver (1993),Thriller
538,Blade Runner (1982),Action|Sci-Fi|Thriller
539,Son in Law (1993),Comedy|Drama|Romance
540,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
541,Striking Distance (1993),Action|Crime
542,Harem (1985),Drama
543,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
544,Surviving the Game (1994),Action|Adventure|Thriller
545,Terminal Velocity (1994),Action|Mystery|Thriller
546,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
547,Threesome (1994),Comedy|Romance
548,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
549,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
550,Tombstone (1993),Action|Drama|Western
551,Trial by Jury (1994),Crime|Drama|Thriller
552,True Romance (1993),Crime|Thriller
553,"War Room, The (1993)",Documentary
554,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
555,"Paris, France (1993)",Comedy
556,"Beans of Egypt, Maine, The (1994)",Drama
557,Killer (Bulletproof Heart) (1994),Drama|Thriller
558,Welcome to the Dollhouse (1995),Comedy|Drama
559,Germinal (1993),Drama|Romance
560,Chasers (1994),Comedy
561,Cronos (1993),Drama|Horror
562,Naked in New York (1994),Comedy|Romance
563,Kika (1993),Comedy|Drama
564,Bhaji on the Beach (1993),Comedy|Drama
565,Little Big League (1994),Comedy|Drama
566,"Slingshot, The (Kådisbellan) (1993)",Comedy|Drama
567,"Wedding Gift, The (1994)",Drama|Romance
568,Foreign Student (1994),Drama
569,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
570,Spanking the Monkey (1994),Comedy|Drama
571,"Little Rascals, The (1994)",Children|Comedy
572,Fausto (1993),Comedy
573,Andre (1994),Adventure|Children|Drama
574,"Escort, The (Scorta, La) (1993)",Crime|Thriller
575,Princess Caraboo (1994),Drama
576,"Celluloid Closet, The (1995)",Documentary
577,Métisse (Café au Lait) (1993),Comedy|Drama
578,Dear Diary (Caro Diario) (1994),Comedy|Drama
579,I Don't Want to Talk About It (De eso no se habla) (1993),Drama|Romance
