UserID,tag
426,modernism
427,photography
428,too long
429,multiple storylines
430,psychological
431,Sean Penn
432,atmospheric
433,colours
434,martial arts
435,photography
436,dialogue driven
437,mindfuck
438,plot holes
439,sci-fi
440,time travel
441,Biography
442,disturbing
443,excellent performance
444,historical
445,World War II
446,comic book
447,dark
448,dystopia
449,England
450,inspirational
451,Natalie Portman
452,politics
453,thought-provoking
454,visually appealing
455,action packed
456,characters
457,Miami
458,shallow
459,unrealistic
460,unrealistic action
461,unrealistic plot
462,atmospheric
463,death
464,emotional
465,multiple storylines
466,Music
467,nonlinear
468,surreal
469,thought-provoking
470,visually appealing
471,disturbing
472,dystopia
473,ending
474,future
475,sci-fi
476,violence
477,americanized movie
478,based on a comic
479,based on comic
480,blood
481,Frank Miller
482,stylized
483,atmospheric
484,dark
485,despair
486,ending twist
487,great soundtrack
488,madness
489,psychological
490,psychology
491,slow paced
492,spaceships
493,French
494,murder mystery
495,twist ending
496,coming of age
497,Middle East
498,politics
499,revolution
500,social commentary
501,entirely dialogue
502,Excellent use of dialogue
503,immortality
504,intellectual
505,sci-fi
506,thought-provoking
507,Underrated
508,unique
509,Atmospheric
510,Batman
511,Heath Ledger
512,superhero
513,vigilante
514,India
515,love story
516,Oscar (Best Picture)
517,photography
518,romance
519,shallow plot
520,social commentary
521,violence
522,visually appealing
523,Clint Eastwood
524,culture clash
525,gangs
526,redemption
527,emotional
528,friendship
529,action
530,alien invasion
531,aliens
532,sci-fi
533,social commentary
534,boring plot
535,nonsensical
536,stupid
537,stupid characters
538,beautiful scenery
539,Bible
540,characters
541,Christianity
542,Denzel Washington
543,dystopic future
544,fight scenes
545,plot holes
546,nonlinear
547,Nudity (Topless)
548,sci-fi
549,time travel
550,too long
551,cheating
552,cold
553,husband-wife relationship
554,lack of identification
555,thought-provoking
556,unlikable characters
557,disturbing
558,long revenge
559,spanish
560,unpredictable
561,animation
562,coma
563,drama
564,emotional
565,family bonds
566,George Clooney
567,Hawaii
568,future
569,sci-fi
570,time travel
571,violent
572,visually appealing
573,adapted from:book
574,atmospheric
575,based on a book
576,multiple storylines
577,philosophy
578,rebellion
579,sci-fi
580,slow paced
581,social commentary
582,social criticism
583,Tom Hanks
584,visually appealing
585,Leonardo DiCaprio
586,Over the top
587,Quentin Tarantino
588,Samuel L. Jackson
589,slavery
590,based on a book
591,dystopia
592,based on a book
593,marriage
594,meticulous
595,mindfuck
596,Neal Patrick Harris
597,unpredictable
598,netflix
599,netflix
600,netflix
601,black comedy
602,oppl
603,netflix
604,own
605,netflix
606,netflix
607,netflix
608,oppl
609,netflix
610,oppl
611,Good Book Bad Movie
612,netflix
613,Ireland
614,Irish
615,NOT British
616,netflix
617,netflix
618,oppl
619,netflix
620,netflix
621,netflix
622,netflix
623,netflix
624,netflix
625,oppl
626,netflix
627,netflix
628,netflix
629,netflix
630,oppl
631,netflix
632,netflix
633,oppl
634,oppl
635,oppl
636,netflix
637,netflix
638,netflix
639,netflix
640,netflix
641,netflix
642,netflix
643,netflix
644,oppl
645,oppl
646,netflix
647,netflix
648,netflix
649,netflix
650,netflix
651,netflix
652,netflix
653,black comedy
654,netflix
655,netflix
656,netflix
657,netflix
658,netflix
659,netflix
660,KATHARINE Hepburn
661,netflix
662,netflix
663,netflix
664,netflix
665,oppl
666,netflix
667,netflix
668,netflix
669,netflix
670,netflix
671,netflix
672,netflix
673,netflix
674,netflix
675,netflix
676,netflix
677,netflix
678,netflix
679,netflix
680,netflix
681,netflix
682,netflix
683,netflix
684,black comedy
685,netflix
686,netflix
687,oppl
688,netflix
689,oppl
690,oppl
691,netflix
692,oppl
693,netflix
694,netflix
695,netflix
696,netflix
697,oppl
698,netflix
699,netflix
700,black comedy
701,netflix
702,oppl
703,not found
704,netflix
705,netflix
706,netflix
707,netflix
708,netflix
709,netflix
710,netflix
711,netflix
712,netflix
713,netflix
714,netflix
715,black comedy
716,netflix
717,anti-abortion
718,netflix
719,netflix
720,netflix
721,netflix
722,netflix
723,netflix
724,Â oppl
725,netflix
726,netflix
727,netflix
728,netflix
729,netflix
730,netflix
731,netflix
732,netflix
733,netflix
734,netflix
735,netflix
736,netflix
737,netflix
738,netflix
739,netflix
740,netflix
741,new
742,france
743,netflix
744,netflix
745,netflix
746,netflix
747,netflix
748,netflix
749,oppl
750,new
751,oppl
752,new
753,netflix
754,oppl
755,netflix
756,netflix
757,netflix
758,netflix
759,netflix
760,netflix
761,netflix
762,netflix
763,netflix
764,netflix
765,oppl
766,netflix
767,oppl
768,netflix
769,netflix
770,oppl
771,netflix
772,netflix
773,netflix
774,oppl
775,oppl
776,netflix
777,netflix
778,netflix
779,oppl
780,oppl
781,oppl
782,netflix
783,netflix
784,oppl
785,oppl
786,netflix
787,feminism
788,feminist
789,netflix
790,netflix
791,netflix
792,netflix
793,oppl
794,oppl
795,netflix
796,oppl
797,netflix
798,netflix
799,netflix
800,Kevin Pederast
801,This Would Have Been Funnier If It Was A Horror Film
802,'Oh The Whore-ror!'
803,'Wow Mrs. Robinson Your Porridge Is Just Right!'
804,'Carrie I Don't Wanna Rain On Your Parade But That's Not Fruit Punch'
805,'Oh Spock! Oh Jim! Oh Bones!' WTF!? Et Tu Herr Doktor? Heil!
806,Of Course It's Rigid! The Dude's In Full Rigor!
807,All Of A Sudden You Feel Guilty About Bangin' Yer Own Daughter Why Stop Now?
808,Ewe Mean Sausage McHoody With Eggs
809,'I Guess Repression Does Have It's Moments After All'
810,'It's Not Where Your Dreams Take You But Who You Take In Your Dreams' hahaha!
811,'And Just What Do You Think You're Doing Mr. Smeee?'
812,You Mean It's Over Inflated!
813,'That's All An Inmate Wants...Simple Pleasures'
814,Guy Pierce With Dweeb Focals
815,'Didn't This Already Happen To Bernie?'
816,Was The Mission About Finding A Position?
817,You Only Got 2 Bullets. I Have A Sword. You Will Miss. I Won't.
818,'Hey Dan Do You Mind Having Rabbit Stew For A Pick-Me-Up?'
819,the book was bettah
820,Great Anti-Abortion Film
821,'Stop Banging The Doorbell I'm Landscaping My Kitchen Sink!'
822,'I Can't Get That Theme Song Out Of My Head'
823,Perfect Use Of Johnny & Santo's 1 Hit Wonder
824,'On A Steel Horse I Ride I'm Wanted (waaaanteeddd) Dead Or Alive'
825,The 5-Second Rule Never Applies Near Animals Or In Zoos
826,Re-Fried For U.S.
827,The Mother Of Connect-The-Dots  Flix (Grand Canyon/Crash/ETC)
828,'Don't Watch 'Criminal' Totally Butchered'
829,'Yeah The Test Audience Thought That Was A Better Title...More Upbeat'
830,'Know Why I Like Butchering Pigs? It's Like Killing Cops But Without The Jail Time'
831,even crazy people like to be asked out
832,'The What?!'
833,Sometimes Marriage Makes You Wanna Forget Why The Hell You Said YES
834,With A Name Like Chew Yer Fat A Crossover Is Not Possible
835,Even Dweebs Go Psycho If You Keep Making Fun Of Their Glasses
836,"'H Christ!"""
837,'Why Is Everyone Running Around With Puppets Up Their A**?!'
838,'Alison Lohman Stole The Whole Damn Film'
839,Animated Woody Allen Film...If He Made One
840,'I Have Never Had Any Foreign Relations With That Woman Hillary Lewinsky'
841,...'Livin' In An Amish Paradise'
842,'The Ninja Assault Gets A 3peat'
843,"Just Great. Now Every1 Knows Ewan Is ""Hooded"""
844,'And When The Germans Came Over The Ridge They Suddenly Went Blind!'
845,'Is That What He Called It?'
846,Wasn't That Human Played By Ice-T?
847,If The Director Doesn't Care 2 Flesh Out A Film Why The Hell Should I Care What Happens 2 The Characters?
848,More Like Plothunters Or Why Did I Watch This?
849,'Is That What She Calls It?'
850,Loved The Mouse Wake-Up
851,9ine Queens Was A Better Title...& Film
852,Hmmm I Wonder How Many Counselors Do Their Jobs Like That!
853,'That's Where You Enter From Behind After A Running Jump'
854,Just Another F***ing A-Hole!
855,He Loses All Credibility When He Runs LOL!
856,Cynthia(Deborah Rennard) Was The Only Performer To Watch In This Drek! More Like L I O N A S S!
857,Takeshi Definitely Beat This Genre To The Ground
858,Fight For Your Dreams Because People Are Dying For Theirs
859,A Married Couples Excuse To Shag On Film
860,Merde!
861,Like Michael Crichton Sez Help Stop Gene Patenting! Or Sooner Than Later You Won't Even Own Your Cells!
862,Zoom In & Slo-Mo The Porking Scene With Ridin' Winona
863,'You Know What They Say About Short Men With Little Toes'
864,'This Is My Gun. I Love To Touch My Gun. Touch My Gun.'
865,A Deadhead With A Parrot Fetish
866,Tailoring Would Be Back In Style If More Women Appreciated Clothes In THAT Way!
867,Mrs. Jones Distracted Me The Whole Movie
868,Being Prostituted By Your Husband Is Never Romantic!
869,Wonderful Asian Film That Shows Why We Shouldn't Hide Who We Really Are
870,Emily Blunt Is Sooo Very...   She Was Amazing In Irresistable
871,Please Stop Re-Frying Books That Suck Donkey D***!
872,We All Gotta Have A Dream
873,Do People Really Have 2 Pay 10 Bucks To See How Cruel We Are To Each Other? Try Getting Married!
874,When It Comes Down To It Toilet Humor Always S(m)ells
875,It's The Journey Not The Destination That We Should Enjoy
876,Never Ever Discuss Your Lack Of Game To Wild Bears!
877,Never Trust Euro-Looking A-Holes @ The Airport.Com
878,'There's A Lotta These At Used Book Stores...Hmmm I Wonder Why It Sucks That Bad'
879,I Don't Think Arms Dealers Look Anything Like Nick Cage
880,Where Can I Learn To Speak English Like That?
881,Teen Induced Angst Overdose
882,Half-Assed Productions
883,How Come Charlize Can Play A Serial Killer But She Can't Show More Skin Oh Come On!
884,Tim Burton Hits Another One Out Of The Cemetery
885,They Made This Already And It Was Titled: Football Factory It's Way Better Than This Re-Hash
886,Millions Of Dollars In Drugs Or One Hot Girlfriend...You Choose
887,Brighton Beach Memoirs & Juliana Moore
888,No Wonder Carneys Love The Life
889,What's Really Scary Is That There's People Like That In Real Life!
890,Isn't Renee Russo Like 100 Years Old? Matt! What Were You Thinking?
891,Cow Pokin' In Them Thar Hills
892,Steve Martin Is Scraping The Bottom HARD!
893,I Just Kept Hearing Massive Attack After The Car Accident
894,But What Did They Do After New Years: Resolve To Kill ALL My Enemies
895,It Just Goes To Show Ya Once The Ring Goes On It's Just Leftovers
896,"Years Of Degredation And Humiliation And They Sell Your ""Mizuage"" To The Creepiest Keymaster"
897,Even Princesses Want To Have Pig Sex Now & Again...& Again
898,Stop Killing Each Other You're Neighbors!
899,It's Not Just A Phase It's Really A Way Of Life
900,When You're Stressed Out Nudity Works Wonders For Your Nerves
901,No Matter What Century It Is Jungle Fever Is Very Contagious!
902,Parkour: Getting Around Obstacles A Great Complement To Being Alive
903,I Guess Nude Terminators Can't Kill A Really Bad Film
904,Oh No This Film Doesn't Promote Murder & Suffering It Just Encourages It!
905,Nick Swardson Should Have Been Lead His Timing Was Sic!
906,The Whole Tromeo & Juliet Threw Me Off But Thank Gawd They Didn't Talk Like Bill The Spear Shaker
907,What If The Big Bad Wolf & Grandma Were Swapping Spit?
908,An Orifice & A Gentle Hand Refried For '06
909,Read All The Negative Reviews & Save 2 Hours Of Your Life!
910,'Lemme Get This Straight. You Have No Idea Who You Are But You Wanna Be Famous?'
911,If I See One More Roast Beef Sandwich You Will Smell My Reaction
912,"Obviously Hillary Had A Different Meaning For ""Secret Service"""
913,Ethan Hunt Should Stop Hogging The Screen!
914,'Priceline Negotiator!'
915,The Power Of The P
916,Believe In Your Ability To See Stoopid Plotlines
917,Not Even Uma Could Save This Dizaster! Wanda Yikes!
918,It's Not Size Of Your Stick But Why You Keep On Swingin' It!
919,'So How Did Lois Survive Date Nite?'
920,A Comedy Version Of Matchpoint
921,You Would Do Anything In The Universe To Get Rachael Weisz Back As Well
922,Or How The Last Of The Mohican Killed The Predator Escaping From The Thunderdome
923,'I Want To Meke Romance Explosion On Her Stomatch!'
924,Kevin Cockner & Asstin Goocher Guarding Each Others Happy Holes
925,You Know It's Bad If It's Been Reheated...Again
926,No Amount Of Silly Cone Can Save A Steaming Pile Of Shitzu Like This
927,my child let me show you how firm my faith is
928,'Double Fudge Bus'
929,Rwanda Genocide
930,Rwandan Genocide
931,Bond Would Never Ever Be Caught Driving A Frikkin FORD
932,Oh The Things I Could Do If Snow White Were A Console
933,What Happens To Batman When He Loses The Wayne Fortune
934,'There's Shit In The Meat!'
935,'I Had No Idea That You Were A F****** Vampire!'
936,It's Biased When Watanabe Uses A 45 And Kills Himself
937,Just In Timber Cake Must Die!
938,Pixar's Formula Starting To Get Stale
939,'It's Just Hostel 3 With Better Actors'
940,It Just Keeps Getting Better
941,What's Up With The Da Vinci Hair Do
942,Not Another Mingella Stretcher! We Hates Them!
943,After The Reveal The Story Went Back Down And Never Came Up Again
944,It's 1 Part Bad Memories  1 Part Double Cross Add  A Twist Of Slime & Lots Of Good Vibrations!
945,'Please Tell Me We Brought The Lighter...Please'
946,'Don't Look Into Berry's Headlights She'll Turn You Into Wood'
947,Rear Pwnage
948,Karl Urban Needs To Pick Better Projects & He Needs 2 Pick-Up His Sword
949,Lecter Remarries & Kills His Insulting Wife & Butts Heds With Hotshot D.A.
950,'I'll Give You 10 Seconds Head Start...10!'
951,'Saving Silverman Part Deux'
952,'Take This Sinking Boat & Point It Home You Hoover Fixer Sucker Guuuyyy!'
953,'Why Yes I Would So Love To Sketch Nudes In Costco!'
954,'What I Really Wanna Know Is...Does Alba Get Sooper Nekkid?'
955,'And So The Bear And Little Deiter Went Off Into The Mountains & Lived Like Homosexual Bears'
956,'Now If Only Dubya Could Wash Me Whites
957,Chuck & Buck...
958,'More Like Skankwalkers'
959,Mostly Martha Will Always Be The Best. Aron Eckhart? Ninja Pleaze!
960,Super De-Formed
961,'Don't Cry Jen I Promise We'll Kill Them All'
962,The Director Should Be Be Shot...In The Mouth!
963,'Why Is My Arm Wet? Oh It's Just A Crushed Baby'
964,'STFU!'
965,'The Other Movie Did It's Job...This Must Be The Wrong Movie'
966,'I Love You Anna!'
967,30 Daze Of Shite
968,'Show Me The Money! I Can't Hear You Haji Scream Louder!'
969,A Bad Copy Of Departed Which Was A Re-Hash Of Infernal Affairs
970,'Heads Or Tails...Call It'
971,I felt sweded
972,'I Will Give My Kingdom For A Great Piece Of TWAT!'
973,'I Don't Care If You Have Cholera It's Still Heads Or Tails...Call It'
974,'Cate Dylan Hmmm...'
975,'Oh Edward!  A Mr. Todd Would Like You To Cut His Hair'
976,'It Should Have Been Kept A Secret'
977,'AKA: I Will Never Get Those 2 Hours Back...Ever'
978,blair gojira project
979,we can do this easy or we can do this reeal easy it's called magic hour
980,brain bang
981,that's what he keeps asking for
982,of course you keep seeing dead people...they're all dying!
983,not another herzog schwarzenneger egomentary
984,...that it's finally over
985,it's too bad Brendan can't shake the Encino Man syndrome
986,didja know there's a black police ociffer on our block? oh man there goes the neighborhood
987,Â 
988,'stop wanking
989,or you'll go...too late'
990,all your vagine are belong to us!
991,P.S.H as a priest? oh you know he's guilty!
992,mickey 'the stretch' rourke
993,you mean he gets to go back inside the...oh lucky
994,no matter what role it is i will not change my persona everybody worships 'the cruise'
995,shame on them!
996,angles and deadlines
997,crash re-hashed
998,good first try for MCG
999,should have been longer to really flesh out the feeling of bleakness and give a sense of a last hope more action more global feel
1000,better method AI
1001,needed more autobots
1002,stop using useless characters for filler
1003,we are all connected. it's not my life or your life it's all life. stop being afraid and hating the unknown. smile and make eye contact.
1004,melvin pervo didn't commit suicide he just offed hiself 'cleaning' his barrel
1005,"""Tonite"
1006,Act From
1007,"Hell!"""
1008,We
1009,funny
1010,angels
1011,true love
1012,Katie Holmes
1013,Timothy Olyphant
1014,Honor
1015,narrated
1016,change
1017,change
1018,Change of heart
1019,breaking the fourth wall
1020,violent
1021,friendship
1022,roadtrip
1023,great ending
1024,great acting
1025,mexican stand off
1026,tension
1027,violence
1028,disappointing
1029,Milla Jovovich
1030,Timothy Olyphant
1031,bad cameo
1032,not funny
1033,waste of time
1034,Michelle Williams
1035,bad acting
1036,childish
1037,Rosario Dawson
1038,boring
1039,Ewan McGregor
1040,great house
1041,location
1042,Pierce Brosnan
1043,slow
1044,clever plot
1045,boring
1046,poor plot
1047,waste of time
1048,dreams
1049,open ending
1050,Michael Cera
1051,dull
1052,gay
1053,motorcycle
1054,visually appealing
1055,weak dialoges
1056,Emily Blunt
1057,soundtrack
1058,Russell Brand
1059,boring
1060,dissapointing
1061,acting
1062,great acting
1063,Sam Rockwell
1064,Elizabeth Banks
1065,naive
1066,socjopat
1067,acting
1068,clever
1069,funny
1070,Julia Dietze
1071,pointless
1072,waste of time
1073,Mark Wahlberg
1074,not funny
1075,pointless
1076,waste of time
1077,Vince Vaughn
1078,violence
1079,violent
1080,Christopher Walken
1081,Sam Rockwell
1082,Woody Harrelson
1083,gets worse as it goes
1084,cleavage
1085,Jai Courtney
1086,pointless
1087,Skylar Astin
1088,Nudity (Full Frontal)
1089,Nudity (Full Frontal)
1090,not funny
1091,advertising
1092,corporations
1093,love
1094,Sam Rockwell
1095,rushed ending
1096,all the best parts are in the trailer
1097,dissapointing
1098,makes no sense
1099,David Bowie
1100,Nudity (Topless)
1101,Nudity (Topless)
1102,holdem
1103,language
1104,Nudity (Topless)
1105,animation
1106,action
1107,adventure
1108,based on a comic
1109,comic book
1110,funny
1111,Jeff Bridges
1112,Marvel
1113,military
1114,murder
1115,Robert Downey Jr.
1116,superhero
1117,torture
1118,vigilante
1119,Bunuel
1120,classic
1121,Dali
1122,dreams
1123,experimental
1124,surreal
1125,surrealism
1126,mumblecore
1127,ddd
1128,based on a book
1129,strong women
1130,marvelous
1131,coming of age
1132,iconic
1133,reflective
1134,social commentary
1135,thought-provoking
1136,Brad Pitt
1137,imdb top 250
1138,social commentary
1139,thought-provoking
1140,twist ending
1141,violence
1142,corruption
1143,docudrama
1144,Russell Crowe
1145,true story
1146,overrated
1147,based on a true story
1148,dark comedy
1149,narrated
1150,Nicolas Cage
1151,dialogue driven
1152,ethics
1153,nonsense
1154,too long
1155,touching
1156,very moving
1157,Beautiful story.
1158,Very emotional true story. Very eye opening.
1159,Denzel Washington
1160,wacky
1161,corny humor
1162,nice visuals
1163,shaky camera
1164,father-son relationship
1165,prison
1166,psychology
1167,comedy
1168,drama
1169,Robin Williams
1170,Steve Martin
1171,cult film
1172,nonlinear
1173,Quentin Tarantino
1174,comedy
1175,Martin Scorsese
1176,organized crime
1177,Robert De Niro
1178,surreal
1179,mental illness
1180,small town
1181,1980s
1182,chick flick
1183,funny
1184,comedy
1185,sexual
1186,Steven Spielberg
1187,Tom Hanks
1188,World War II
1189,alternate reality
1190,Tim Burton
1191,comedy
1192,parody
1193,quirky
1194,post-apocalyptic
1195,virtual reality
1196,high school
1197,comedy
1198,High School
1199,teen
1200,surreal
1201,Robert De Niro
1202,Robin Williams
1203,prison
1204,South America
1205,survival
1206,father-son relationship
1207,nonlinear
1208,action
1209,conspiracy
1210,Studio Ghibli
1211,Action
1212,fantasy
1213,multiple storylines
1214,Quentin Tarantino
1215,Comedy
1216,funny
1217,zombies
1218,Quentin Tarantino
1219,conspiracy
1220,dark comedy
1221,friendship
1222,midlife crisis
1223,comedy
1224,Nudity (Topless - Notable)
1225,dark comedy
1226,social commentary
1227,twist ending
1228,organized crime
1229,drugs
1230,marijuana
1231,comedy
1232,High school life
1233,comedy
1234,drugs
1235,Stoner Movie
1236,comedy
1237,social commentary
1238,clint eastwood
1239,culture clash
1240,gangsters
1241,Animation
1242,Studio Ghibli
1243,Quentin Tarantino
1244,satire
1245,comedy
1246,drugs
1247,Las Vegas
1248,comedy
1249,post-apocalyptic
1250,zombies
1251,animation
1252,friendship
1253,mental illness
1254,alternate reality
1255,sci-fi
1256,surreal
1257,dark comedy
1258,adventure
1259,loneliness
1260,true story
1261,cult film
1262,cyberpunk
1263,imdb top 250
1264,Keanu Reeves
1265,philosophy
1266,stylized
1267,surreal
1268,thought-provoking
1269,quirky
1270,Jim Parsons
1271,complex
1272,military
1273,MILITARY LIFE
1274,mythology
1275,religion
1276,sci-fi
1277,space
1278,thought-provoking
1279,visually appealing
1280,Jet Li
1281,Morgan Freeman
1282,psychology
1283,Sexualized violence
1284,black comedy
1285,funny
1286,quirky
1287,witty
1288,"""found footage"""
1289,creepy
1290,Foreign
1291,Handycam
1292,spanish
1293,atmospheric
1294,documentary style
1295,IMDB Top 250
1296,role reversal
1297,sci-fi
1298,beautiful scenery
1299,military
1300,war
1301,Beauty
1302,chaos
1303,cinematography
1304,nonlinear
1305,technobabble
1306,cute
1307,fight scenes
1308,funny
1309,quirky
1310,stylized
1311,video games
1312,Emma Stone
1313,witty
1314,Jake Gyllenhaal
1315,adapted from:comic
1316,campy
1317,dieselpunk
1318,Marvel
1319,Creepy
1320,Slow
1321,found footage
1322,ending
1323,music
1324,fighting
1325,Hero
1326,Brad Pitt
1327,Bruce Willis
1328,short-term memory loss
1329,neo-noir
1330,dragon
1331,noir thriller
1332,courtroom drama
1333,arnold
1334,spielberg
1335,spielberg
1336,neo-noir
1337,mars
1338,spielberg
1339,conspiracy theory
1340,dragon
1341,cheerleading
1342,spielberg
1343,arnold
1344,neo-noir
1345,arnold
1346,dragon
1347,cheerleading
1348,christian
1349,jesus
1350,spielberg
1351,arnold
1352,stranded
1353,screwball comedy
1354,dark hero
1355,christian
1356,treasure
1357,neo-noir
1358,cheerleading
1359,dark hero
1360,screwball comedy
1361,stranded
1362,jesus
1363,christian
1364,arnold
1365,noir thriller
1366,noir thriller
