LinkID,ImdbID,TmdbID
430,109443,18658
431,106582,9350
432,106598,9612
433,109456,2124
434,109480,26261
435,109493,19176
436,106660,49299
437,106673,11566
438,106677,9571
439,106697,9739
440,109729,24257
441,106834,34444
442,106873,26141
443,106332,10997
444,109783,50463
445,106881,10443
446,106880,20239
447,111732,16297
448,106926,18551
449,111712,25440
450,106941,9024
451,106918,37233
452,106965,1634
453,109842,13815
454,106977,5503
455,107004,35588
456,109890,2087
457,109891,41579
458,109913,18620
459,109920,41006
460,107057,4916
461,107076,2019
462,107096,31642
463,107144,9255
464,113674,26271
465,112966,10612
466,107151,2259
467,110064,16097
468,110074,11934
469,110097,106143
470,110123,12475
471,107206,9386
472,107207,7984
473,110137,59930
474,108551,15765
475,110197,31643
476,107286,6
477,107290,329
478,107302,10909
479,110265,507
480,107322,34024
481,110305,29918
482,107362,9593
483,107413,42580
484,110353,22317
485,107468,1413
486,107478,12121
487,107497,2246
488,107501,10502
489,107507,10440
490,107554,9516
491,116253,2320
492,74102,5879
493,111689,83718
494,107616,11971
495,107611,2625
496,107613,31911
497,107614,788
498,107653,21450
499,110657,11231
500,110649,41588
501,110678,10447
502,110687,31586
503,107756,9300
504,107808,9559
505,107818,9800
506,107822,713
507,107840,8291
508,107889,18133
509,111003,25557
510,110939,22588
511,110955,10872
512,107943,1245
513,110971,11858
514,107969,7007
515,111001,10467
516,107978,5550
517,107977,8005
518,107983,2088
519,105275,10412
520,108000,47889
521,108002,14534
522,108026,56583
523,105032,41878
524,108052,424
525,111094,35233
526,108065,14291
527,111102,103413
528,108071,11236
529,111127,11592
530,111143,8850
531,108101,10445
532,108122,695
533,111194,43535
534,111201,12519
535,108149,23210
536,108160,858
537,108162,867
538,83658,78
539,108186,13203
540,108174,10442
541,108238,11074
542,89256,33367
543,108255,9607
544,111323,17585
545,111400,9057
546,108328,20967
547,111418,10635
548,107688,9479
549,108333,10057
550,108358,11969
551,111488,41590
552,108399,319
553,108515,26408
554,110763,15139
555,107779,161158
556,109226,218473
557,110259,85247
558,114906,11446
559,107002,51980
560,109403,24405
561,104029,11655
562,110623,11800
563,107315,8223
564,106408,14587
565,110363,31504
566,107349,41653
567,111709,53185
568,109828,95743
569,107225,23637
570,111252,17600
571,110366,10897
572,106878,349394
573,109120,21352
574,108059,68806
575,110892,37345
576,112651,32562
577,107642,47507
578,109382,25403
579,106678,124304
580,112572,9066
581,99785,771
582,99653,251
583,103639,812
584,103064,280
585,99348,581
586,114706,80350
587,96895,268
588,102926,274
589,29583,408
590,101414,10020
591,32910,10895
592,100405,114
593,110719,41043
594,65214,576
595,110395,15477
596,111752,59146
597,109934,124472
598,112606,30528
599,115978,
600,117247,7300
601,112625,10824
602,106537,261246
603,116282,275
604,116552,25059
605,82509,11827
606,116514,8766
607,117283,23570
608,116684,47333
609,110374,54850
610,70506,51242
611,65421,10112
612,113083,4307
613,118001,46029
614,116165,32308
615,102855,88893
616,107471,52873
617,113839,123505
618,112712,340210
619,90665,44281
620,117891,28121
621,113613,12520
622,117381,1592
623,114305,166901
624,115837,36447
625,115509,19042
626,114671,38884
627,112844,47449
628,114658,36259
629,116275,41852
630,113122,40926
631,117608,9099
632,113448,2021
633,116414,61752
634,116095,10988
635,111543,11479
636,117517,398959
637,117312,287305
638,116485,339428
639,113947,12652
640,115956,10684
641,117060,954
642,109028,68445
643,117071,18989
644,117788,10801
645,112257,54285
646,116136,8840
647,118026,278978
648,117117,124625
649,116168,11107
650,111787,16417
651,112509,70934
652,54189,10363
653,115591,161070
654,116683,10539
655,116287,10543
656,116768,18414
657,116269,47502
658,114787,11902
659,113720,27098
660,112536,25087
661,48473,5801
662,52572,896
663,117128,3065
664,114616,318177
665,117705,2300
666,62711,8069
667,110061,288173
668,140614,187851
669,108181,27768
670,114307,221917
671,58898,8072
672,82206,35797
673,111430,88030
674,107727,185191
675,81759,83857
676,113443,33245
677,109491,124460
678,114048,27281
679,111613,105045
680,117104,40001
681,117688,29621
682,109751,117730
683,117774,20762
684,114736,37144
685,112604,48260
686,116289,12656
687,109593,38867
688,103095,277270
689,112368,25969
690,104046,44103
691,62952,753
692,115742,43634
693,117420,9103
694,115951,90214
695,117784,29649
696,117107,10990
697,117979,8866
698,95776,12233
699,115851,23449
700,116322,36355
701,109374,37667
702,110712,90148
703,112817,922
704,113362,11876
705,73778,52633
706,112546,62364
707,108500,11687
708,117108,9304
709,118114,
710,114103,
711,113270,73183
712,92123,131232
713,115963,9100
714,116448,20759
715,116827,46063
716,114894,365371
717,112701,32513
718,113429,40651
719,125877,
720,116508,36915
721,117260,40507
722,117500,9802
723,116405,25697
724,109592,21588
725,117998,664
726,115624,11867
727,113145,47119
728,116559,
729,113568,9323
730,117894,10280
731,117723,10535
732,112586,124613
733,112691,532
734,40366,26744
735,117768,16299
736,115571,10547
737,31612,245268
738,57012,935
739,103926,55613
740,105737,215107
741,113849,41007
742,113188,35645
743,42644,110465
744,109381,255546
745,109688,40751
746,104606,275096
747,110480,85778
748,108211,11101
749,117331,9826
750,117765,9879
751,116833,63564
752,113280,22621
753,116669,7095
754,116594,26890
755,113211,46732
756,114494,124633
757,116992,
758,38426,
759,94265,202425
760,105201,196940
761,70820,77771
762,84898,181083
763,63715,41225
764,109191,188589
765,114122,87190
766,117951,627
767,118523,32872
768,116629,602
769,117737,14553
770,116277,9566
771,116583,10545
772,115798,9894
773,116778,11543
774,116213,9268
775,113147,52059
776,117218,9327
777,100990,123763
778,111546,81949
779,113610,
780,93199,42005
781,106810,124306
782,111180,183955
783,111237,44535
784,72362,44495
785,103207,78285
786,116040,11228
787,116365,10779
788,116905,26748
789,116493,38223
790,117333,9294
791,118113,49963
792,117628,11363
793,117913,1645
794,115530,31546
795,114266,77056
796,115493,36344
797,116320,18550
798,116756,11511
799,109356,172198
800,116823,34170
801,112568,281085
802,114170,109478
803,117999,124645
804,118073,12606
805,108220,69895
806,49521,35206
807,112746,
808,104403,151489
809,61495,4837
810,110246,12632
811,116164,9098
812,112865,282919
813,112716,124614
814,115472,18975
815,116707,11962
816,116313,2925
817,114550,28628
818,117438,3595
819,116531,9308
820,117332,92381
821,116353,18555
822,115857,12123
823,117008,10830
824,116191,3573
825,115986,10546
826,116571,18862
827,53459,31417
828,117826,9431
829,113695,124619
830,108227,297645
831,111424,48144
832,113080,46986
833,115680,144982
834,117718,47907
835,116225,10061
836,112767,36266
837,115632,549
838,117918,10478
839,104109,66634
840,51980,116690
841,100840,213917
842,107575,145925
843,42054,100914
844,68646,238
845,116536,
846,109255,159
847,104558,11134
848,116985,88224
849,114936,132641
850,114474,42758
851,115736,9303
852,115836,23945
853,101692,37820
854,116745,22479
855,119214,9054
856,116934,241058
857,109066,11985
858,75169,10232
859,113542,59569
860,110693,410921
861,106544,38955
862,116418,110513
863,112607,114089
864,120004,11015
865,116654,9306
866,116311,12559
867,117965,58770
868,114592,124851
869,115725,3587
870,115783,10723
871,120271,56077
872,113596,19004
873,109001,101230
874,94822,253632
875,113253,10987
876,117991,44705
877,117093,20318
878,24252,43596
879,105729,79782
880,111019,26933
881,35896,27854
882,32904,981
883,45152,872
884,43278,2769
885,50419,13320
886,54698,164
887,52357,426
888,47396,567
889,25316,3078
890,36855,13528
891,25164,28288
892,53125,213
893,53604,284
894,53291,239
895,56923,4808
896,34583,289
897,33870,963
898,58385,11113
899,47437,6620
900,46250,804
901,31580,26531
902,37059,909
903,32138,630
904,31381,770
905,84370,31044
906,43014,599
907,33467,15
908,62622,62
909,39428,121357
910,42192,705
911,32143,22490
912,32976,223
913,32484,25670
914,38787,303
915,38109,4174
916,50105,8356
917,48728,381
918,42451,20758
919,45537,29376
920,31725,1859
921,50658,18299
922,51658,17281
923,52126,64382
924,29843,10907
925,32762,32093
926,37008,1939
927,39420,22292
928,29162,3598
929,27125,3080
930,35446,198
931,28010,13562
932,49261,1712
933,48028,220
934,25878,3529
935,32599,3085
936,48960,2897
937,38650,1585
938,31679,3083
939,29947,900
940,34012,43795
941,17350,85638
942,36094,50001
943,25586,43905
944,38300,22688
945,27893,23114
946,32022,26378
947,41509,40206
948,39152,22356
949,26029,260
950,38235,43488
951,36241,22613
952,63350,10331
953,43265,488
954,46414,22733
955,51459,261
956,47162,57575
957,33891,32574
958,29855,22657
959,29588,76464
960,22879,22649
961,27980,176841
962,114007,125587
963,93229,39448
964,118927,52855
965,48491,39940
966,113730,172868
967,117357,85328
968,117669,124632
969,116329,11076
970,118742,63945
971,116442,58985
972,114354,890
973,117011,10861
974,117039,1770
975,117473,44465
976,116635,2033
977,115678,18203
978,116830,9333
979,115847,47260
980,117603,9400
981,115438,9401
982,115994,12241
983,83587,25739
984,116167,161806
985,116259,11306
986,116421,9625
987,116000,10680
988,115862,6346
989,72653,18660
990,47977,35115
991,72951,14821
992,64603,14136
993,71607,10869
994,50798,22660
995,55277,19186
996,54195,31102
997,107131,6878
998,53271,15944
999,54357,18444
1000,59793,20723
1001,46672,173
1002,106611,864
1003,109127,24795
1004,42332,11224
1005,63819,81310
1006,38166,15947
1007,57546,9078
1008,41890,29682
1009,102798,8367
1010,58331,433
1011,33563,11360
1012,76538,11114
1013,66817,12335
1014,43274,12092
1015,82406,10948
1016,116361,11229
1017,59742,15121
1018,95016,562
1019,104692,10163
1020,118044,48862
1021,114597,117036
1022,117582,47199
1023,117589,11159
1024,117887,9591
1025,117924,30500
1026,117791,41843
1027,116928,55058
1028,115640,10938
1029,116908,11412
1030,116409,10586
1031,116913,42314
1032,117958,27845
1033,117400,108365
1034,117202,23223
1035,116404,49471
1036,120107,38153
1037,116722,25147
1038,116242,9716
1039,115600,43777
1040,117509,454
1041,117802,10218
1042,117665,819
1043,117781,38191
1044,116714,56830
1045,115491,11238
1046,43140,27256
1047,29546,31530
1048,28757,66473
1049,39286,28120
1050,37101,1834
1051,44863,26282
1052,109823,37218
1053,67992,252
1054,111622,116356
1055,55018,16372
1056,70707,11561
1057,66808,11302
1058,95159,623
1059,79470,583
1060,84865,12614
1061,68334,21711
1062,59243,11575
1063,61418,475
1064,52027,11331
1065,46912,521
1066,113731,21202
1067,92890,88
1068,105236,500
1069,91763,792
1070,98627,8491
1071,103772,402
1072,101761,10537
1073,104036,11386
1074,104348,9504
1075,84707,15764
1076,83866,601
1077,117577,67365
1078,29992,25842
1079,99371,2119
1080,92099,744
1081,115531,136311
1082,48545,221
1083,44081,702
1084,115885,25750
1085,116859,17642
1086,102336,
1087,115870,
1088,115684,146341
1089,117040,9305
1090,117284,37616
1091,115580,11112
1092,116378,21612
1093,114472,141210
1094,113057,102461
1095,116581,36998
1096,114622,200383
1097,112907,116844
1098,117318,1630
1099,116422,26626
1100,114147,
1101,117320,124837
1102,82846,11816
1103,72081,11843
1104,101775,10379
1105,96754,2756
1106,80749,790
1107,82340,1103
1108,82533,11298
1109,91288,4480
1110,91480,4481
1111,111357,
1112,107274,49688
1113,81375,10765
1114,71853,762
1115,116587,44497
1116,112777,85588
1117,116245,278621
1118,116212,99479
1119,113328,
1120,116403,
1121,117968,55049
1122,116886,124829
1123,117677,79306
1124,112759,356054
1125,118147,10548
1126,108598,531
1127,110173,104931
1128,84589,4483
1129,109781,18919
1130,40427,31556
1131,40723,26167
1132,39881,26174
1133,92281,
1134,34493,61461
1135,39004,117500
1136,26465,218713
1137,26656,217802
1138,25799,127973
1139,78875,659
1140,69198,30892
1141,110521,86369
1142,60304,8074
1143,115715,124676
1144,113031,
1145,116059,38554
1146,115610,49763
1147,99028,41326
1148,112483,36555
1149,103850,10608
1150,95765,11216
1151,97108,7452
1152,109942,64567
1153,101700,892
1154,101765,1600
1155,101811,26561
1156,50825,975
1157,99703,18129
1158,102014,54405
1159,120121,150823
1160,116209,409
1161,102426,38251
1162,97937,10161
1163,98724,1412
1164,105107,41768
1165,105488,10409
1166,96257,14285
1167,101026,2469
1168,102370,10174
1169,100332,31225
1170,73486,510
1171,78446,11455
1172,80684,1891
1173,93779,2493
1174,82971,85
1175,88846,68
1176,90605,679
1177,60196,429
1178,94336,13446
1179,50083,389
1180,56172,947
1181,66921,185
1182,56592,595
1183,78788,28
1184,64116,335
1185,86190,1892
1186,93191,144
1187,41959,1092
1188,99685,769
1189,78748,348
1190,106308,766
1191,95250,175
1192,89881,11645
1193,97202,10835
1194,54215,539
1195,80455,525
1196,71562,240
1197,93058,600
1198,104361,530
1199,97499,10705
1200,86879,279
1201,45061,3109
1202,87843,311
1203,81398,1578
1204,75686,703
1205,86197,9549
1206,79944,1398
1207,82096,387
1208,70735,9277
1209,67185,343
1210,103130,37291
1211,50976,490
1212,85859,11235
1213,88247,218
1214,103873,763
1215,97441,9665
1216,100519,18971
1217,79522,696
1218,100150,379
1219,97165,207
1220,61722,37247
1221,52311,1480
1222,100263,9322
1223,50212,826
1224,56801,422
1225,71315,829
1226,43456,828
1227,40897,3090
1228,92610,9964
1229,23969,3063
1230,88794,13667
1231,81505,694
1232,92005,235
1233,22100,832
1234,92991,765
1235,57115,5925
1236,77416,11778
1237,82269,4485
1238,107048,137
1239,105695,33
1240,56218,982
1241,100436,8428
1242,36613,212
1243,88763,105
1244,101921,1633
1245,66206,11202
1246,90967,1554
1247,94625,149
1248,91203,8009
1249,61512,903
1250,99334,11673
1251,72431,3034
1252,102536,339
1253,101640,10404
1254,32553,914
1255,32455,756
1256,44706,288
1257,38355,910
1258,97493,2640
1259,81534,16633
1260,52618,665
1261,88258,11031
1262,85809,11314
1263,94006,15143
1264,97576,89
1265,78841,10322
1266,83987,783
1267,96332,10644
1268,91867,11257
1269,89886,14370
1270,84503,12104
1271,87553,625
1272,89606,8816
1273,49223,830
1274,97351,2323
1275,73341,983
1276,64115,642
1277,87884,655
1278,101458,10341
1279,98635,639
1280,113369,266022
1281,114089,168450
1282,116589,30180
1283,117550,31388
1284,116293,41801
1285,116953,66034
1286,115754,348138
1287,114093,96288
1288,115548,
1289,116601,61536
1290,112537,18762
1291,107314,331367
1292,103644,8077
1293,82010,814
1294,103678,41671
1295,85159,27214
1296,115535,52263
1297,106262,33519
1298,83550,16235
1299,78767,11449
1300,99030,41848
1301,71233,25944
1302,90655,24913
1303,75704,49126
1304,92632,32076
1305,56869,571
1306,51418,8851
1307,82083,37843
1308,101492,32146
1309,37549,30346
1310,103874,6114
1311,26138,229
1312,74258,13549
1313,103919,9529
1314,101540,1598
1315,55824,11349
1316,74285,7340
1317,83722,6217
1318,87800,377
1319,13442,653
1320,91651,28198
1321,75005,794
1322,115710,31640
1323,115495,8744
1324,117057,25189
1325,115751,145
1326,119791,2212
1327,117731,199
1328,117631,7863
1329,117666,12498
1330,116705,9279
1331,84116,53234
1332,117293,17204
1333,117372,21539
1334,113557,85589
1335,117477,12709
1336,115988,20539
1337,115433,11674
1338,42354,199512
1339,110171,64900
1340,99423,1573
1341,79945,152
1342,102975,174
1343,98382,172
1344,84726,154
1345,88170,157
1346,92007,168
1347,103776,364
1348,96487,11967
1349,100994,9086
1350,77631,621
1351,84021,9037
1352,100114,10173
1353,115471,55687
1354,117773,168535
1355,105690,8845
1356,52287,46681
1357,73195,578
1358,77766,579
1359,85750,17692
1360,117119,17795
1361,116996,75
1362,115906,13891
1363,116695,9390
1364,93822,378
1365,94155,10896
1366,105435,2322
1367,115633,41240
1368,116621,26949
1369,116999,9819
1370,117691,49799
1371,116410,31908
1372,119783,46027
1373,115641,3179
1374,112769,1802
1375,117571,4232
1376,104691,9361
1377,117038,2928
1378,116240,30285
1379,116477,10549
1380,117690,58102
1381,118163,18451
1382,117091,27265
1383,118100,49935
1384,116250,8818
1385,117364,36758
1386,67959,36040
1387,117028,74239
1388,113212,
1389,119731,9415
1390,116506,55146
1391,116640,303693
1392,119115,12145
1393,120550,42424
1394,120390,34314
1395,112362,2892
1396,116704,9404
1397,120414,85242
1398,118708,9622
1399,119664,8860
1400,110425,197537
1401,123281,
1402,80714,66597
1403,106535,14832
1404,118928,9619
1405,119644,40506
1406,106266,31000
1407,106387,4104
1408,119937,26306
1409,117907,203829
1410,109949,43775
1411,119640,14908
1412,116790,784
1413,119225,12489
1414,116310,168283
1415,118111,16448
1416,116754,55936
1417,118691,17894
1418,120238,28059
1419,116565,58911
1420,119887,17949
1421,119141,1968
1422,120357,61563
1423,118548,66
1424,120317,20735
1425,120434,11419
1426,118042,333165
1427,120318,25796
1428,116922,638
1429,120036,25624
1430,119008,9366
1431,117544,60083
1432,118750,21915
1433,120014,90928
1434,118762,50091
1435,118859,18420
1436,118702,19952
1437,119432,9446
1438,116743,28005
1439,119951,9403
1440,119572,27322
1441,120053,10003
1442,120152,9311
1443,118064,11844
1444,115964,884
1445,116041,49806
1446,119528,1624
1447,117422,88423
1448,120094,16052
1449,118972,4477
1450,118829,24662
1451,118663,18423
1452,116931,76996
1453,120389,6499
1454,118623,50512
1455,119013,9405
1456,119381,12723
1457,118615,9360
1458,119229,9434
1459,116762,118991
1460,116783,21626
1461,118541,13982
1462,113314,93946
1463,119859,77223
1464,120366,31465
1465,118586,12793
1466,118783,102878
1467,117050,105763
1468,120032,9611
1469,116295,47694
1470,120461,10357
1471,115886,9977
1472,118655,816
1473,118771,2163
1474,115760,124680
1475,115927,16399
1476,117482,124843
1477,120383,31017
1478,105660,24645
1479,120479,49478
1480,119109,12499
1481,119116,18
1482,116643,68545
1483,119809,1811
1484,116920,109614
1485,120190,60082
1486,117398,105045
1487,58985,53023
1488,119578,64802
1489,117615,11239
1490,120087,50850
1491,120394,15321
1492,118556,2058
1493,115744,9450
1494,118964,125021
1495,119567,330
1496,117359,38523
1497,117561,16375
1498,120118,33660
1499,118117,59232
1500,114303,45671
1501,120373,17770
1502,118787,15170
1503,118880,1701
1504,116834,201445
1505,114134,26422
1506,112951,124642
1507,120179,1639
1508,117724,49235
1509,117775,106129
1510,113968,291634
1511,118127,107743
1512,118688,415
1513,119019,47686
1514,120034,65889
1515,116502,11103
1516,119282,11970
1517,119502,34941
1518,116949,407992
1519,119738,8874
1520,105569,17991
1521,115856,11956
1522,57345,266
1523,119094,754
1524,119098,37567
1525,116384,43771
1526,117076,124834
1527,113425,249358
1528,116334,111367
1529,119654,607
1530,119848,18080
1531,120512,38225
1532,120133,17834
1533,118884,686
1534,116930,65046
1535,119173,4421
1536,82198,9387
1537,119190,10603
1538,118887,2142
1539,119081,8413
1540,120177,10336
1541,118570,20737
1542,119896,9413
1543,119361,14585
1544,119152,18519
1545,118818,49462
1546,118883,8834
1547,118966,9458
1548,120207,8854
1549,120112,38295
1550,119311,22073
1551,119509,37244
1552,119675,4961
1553,119695,9416
1554,119086,26180
1555,119484,17832
1556,118571,9772
1557,118531,6072
1558,99810,1669
1559,102494,468
1560,119465,32519
1561,120197,108401
1562,119360,10806
1563,119051,9433
1564,119874,6623
1565,119488,2118
1566,120102,978
1567,119468,9437
1568,120169,29461
1569,119457,56651
1570,120524,10351
1571,120323,66588
1572,119174,2649
1573,119123,14289
1574,120399,10155
1575,119557,75250
1576,119632,20457
1577,123953,
1578,118647,18355
1579,120151,33657
1580,120402,55306
1581,119349,68924
1582,120192,36434
1583,118842,2255
1584,119326,28353
1585,119164,9427
1586,116631,172545
1587,119280,17589
1588,119345,3597
1589,118971,1813
1590,120029,36797
1591,119906,12628
1592,119324,33344
1593,119107,25099
1594,120481,45019
1595,120303,63437
1596,120539,62422
1597,119177,782
1598,119095,29911
1599,119891,9827
1600,120257,1959
1601,120529,251481
1602,119535,8067
1603,119338,125052
1604,119080,45153
1605,119210,10871
1606,118900,14398
1607,83131,10890
1608,117221,99002
1609,118689,1281
1610,119327,32332
1611,119592,9770
1612,119832,12616
1613,120275,34838
1614,120490,14905
1615,119527,14583
1616,119978,11975
1617,118749,4995
1618,90329,9281
1619,119365,45928
1620,120201,563
1621,118901,61337
1622,107282,19931
1623,118836,31535
1624,120148,10215
1625,119707,9823
1626,120382,37165
1627,120520,45609
1628,119723,38904
1629,116592,45565
1630,119994,9407
1631,119395,4824
1632,118617,9444
1633,120483,9414
1634,118583,8078
1635,112318,29938
1636,118607,11831
1637,118632,2895
1638,123385,39177
1639,118698,19601
1640,109266,124606
1641,118764,42832
1642,118804,22797
1643,118954,2639
1644,119137,9574
1645,119142,10371
1646,119217,489
1647,116465,167738
1648,116490,293820
1649,119303,9714
1650,119352,102406
1651,130073,
1652,116976,170430
1653,119668,8197
1654,119715,6283
1655,117167,279698
1656,119819,49728
1657,119845,64562
1658,120082,4233
1659,120222,191874
1660,120255,10217
1661,128755,
1662,120338,597
1663,120347,714
1664,117994,52537
1665,118230,12799
1666,119052,62394
1667,119925,9922
1668,119314,547
1669,120521,25994
1670,119396,184
1671,119485,9746
1672,119718,9438
1673,118715,115
1674,118566,26941
1675,119590,27103
1676,119223,9410
1677,120881,
1678,118539,32302
1679,119655,216794
1680,119988,88863
1681,129758,154821
1682,120670,41417
1683,120820,12538
1684,120885,586
1685,118929,2666
1686,116845,46338
1687,120478,54007
1688,120696,11258
1689,120693,9490
1690,119099,9411
1691,120122,25719
1692,118643,9033
1693,112913,11220
1694,119815,21253
